park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Badlands NP,Lassen Volcanic NP,0.6770,0.6634,0.9918,0.7733,0.6709,0.8046,0.8108,0.5649,0.9493,0.9380,0.6367,0.7196,0.9752
Badlands NP,Mammoth Cave NP,0.3651,0.8722,0.9985,0.9503,0.8860,0.9129,0.9178,0.7376,0.9910,0.9871,0.8466,0.9396,0.9951
Badlands NP,Mesa Verde NP,0.6124,0.8785,0.9950,0.9121,0.8585,0.7939,0.7999,0.6929,0.9833,0.9570,0.8541,0.8764,0.9859
Badlands NP,Mount Rainier NP,0.6093,0.7801,0.9429,0.6550,0.6470,0.7324,0.7543,0.6649,0.8646,0.8949,0.5466,0.6674,0.8675
Badlands NP,National Park of American Samoa,0.3536,0.5383,0.9980,0.9243,0.5643,0.7957,0.9351,0.5522,0.9886,0.9832,0.3164,0.8159,0.9939
Badlands NP,North Cascades NP,0.5604,0.8420,0.9851,0.7496,0.7326,0.6499,0.7540,0.5236,0.9622,0.9590,0.7059,0.7834,0.9578
Badlands NP,Olympic NP,0.4924,0.7331,0.7904,0.5688,0.6676,0.7560,0.6982,0.6781,0.7469,0.7144,0.6175,0.5429,0.6204
Badlands NP,Petrified Forest NP,0.8660,0.5861,0.9980,0.9095,0.7686,0.9502,0.9772,0.8845,0.9946,0.9923,0.8030,0.8331,0.9944
Badlands NP,Pinnacles NP,0.5774,0.9772,0.9995,0.9831,0.9650,0.9022,0.9364,0.6419,0.9914,0.9892,0.9052,0.9700,0.9985
Badlands NP,Redwood NP,0.7500,0.9552,0.9904,0.8325,0.8680,0.7829,0.8589,0.6507,0.9866,0.9702,0.8230,0.8438,0.9748
Badlands NP,Rocky Mountain NP,0.6804,0.7931,0.8828,0.7385,0.7342,0.8055,0.8559,0.8413,0.8808,0.7454,0.8232,0.6113,0.7742
Badlands NP,Saguaro NP,0.6124,0.5609,0.9771,0.8541,0.6697,0.7774,0.8564,0.5977,0.9884,0.9719,0.6021,0.6500,0.9764
Badlands NP,Sequoia NP,0.6455,0.9005,0.8190,0.6247,0.8511,0.6674,0.6045,0.5421,0.3716,0.3951,0.7686,0.6691,0.6632
Badlands NP,Shenandoah NP,0.8199,0.6643,0.8546,0.4923,0.6897,0.7676,0.6333,0.5778,0.8652,0.7660,0.7197,0.7018,0.7360
Badlands NP,Theodore Roosevelt NP,0.6301,0.7383,0.9966,0.8904,0.8191,0.8837,0.8887,0.9283,0.9950,0.9843,0.8904,0.8560,0.9899
Badlands NP,Virgin Islands NP,0.4472,0.5162,0.6991,0.6656,0.7899,0.8579,0.9599,0.6098,0.9906,0.9863,0.8114,0.6682,0.9860
Badlands NP,Voyageurs NP,0.5669,0.9143,0.9993,0.9594,0.8413,0.7640,0.6270,0.5269,0.9618,0.9887,0.8175,0.9387,0.9973
Badlands NP,Wind Cave NP,0.7206,0.9457,0.9997,0.9859,0.9438,0.9711,0.9876,0.9365,0.9976,0.9977,0.9554,0.9792,0.9990
Badlands NP,Wrangell-St. Elias NP & PRES,0.5539,0.1679,0.7543,0.1959,0.1581,0.1923,0.2724,0.1507,0.7829,0.5627,0.1516,0.1821,0.5519
Badlands NP,Yellowstone NP,0.6623,0.8202,0.6075,0.4625,0.6495,0.7246,0.6326,0.7128,0.6746,0.5085,0.7501,0.5287,0.4443
Badlands NP,Yosemite NP,0.6929,0.7234,0.6659,0.6795,0.7271,0.8066,0.6498,0.7123,0.6907,0.1693,0.6261,0.7686,0.3307
Badlands NP,Zion NP,0.7698,0.7312,0.9511,0.9317,0.8028,0.9324,0.9257,0.8626,0.9507,0.7943,0.7460,0.8613,0.8950
Big Bend NP,Acadia NP,0.5658,0.2581,0.9017,0.4400,0.4718,0.8709,0.7596,0.5128,0.8102,0.6849,0.7157,0.5645,0.3748
Big Bend NP,Arches NP,0.7628,0.4384,0.9392,0.7388,0.8241,0.7233,0.8184,0.6145,0.9850,0.9399,0.6758,0.7168,0.4256
Big Bend NP,Badlands NP,0.6963,0.3639,0.9153,0.6763,0.6455,0.7448,0.7327,0.4713,0.9741,0.9379,0.6986,0.7631,0.3538
Big Bend NP,Big Bend NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Big Bend NP,Biscayne NP,0.4558,0.3587,0.9189,0.6044,0.5483,0.7050,0.7261,0.5704,0.9771,0.9307,0.5473,0.7223,0.3820
Big Bend NP,Black Canyon of the Gunnison NP,0.3482,0.3169,0.9151,0.6803,0.7977,0.7515,0.7616,0.6188,0.9803,0.9398,0.6097,0.6971,0.3583
Big Bend NP,Bryce Canyon NP,0.5455,0.2992,0.9186,0.6304,0.5903,0.6072,0.7192,0.4426,0.9685,0.8017,0.5832,0.7612,0.3974
Big Bend NP,Canyonlands NP,0.6963,0.3082,0.9197,0.4718,0.5392,0.7500,0.9142,0.9136,0.9848,0.9790,0.7078,0.8071,0.3908
Big Bend NP,Capitol Reef NP,0.7107,0.4232,0.9280,0.7534,0.6067,0.6609,0.8849,0.7920,0.9922,0.9536,0.7094,0.8179,0.4145
Big Bend NP,Carlsbad Caverns NP,0.5721,0.3797,0.9105,0.5193,0.5536,0.6969,0.7054,0.5180,0.9759,0.9269,0.5074,0.7630,0.3401
Big Bend NP,Channel Islands NP,0.6030,0.6586,0.9192,0.5634,0.6063,0.8691,0.8118,0.6926,0.9831,0.9550,0.7488,0.9368,0.3387
Big Bend NP,Congaree NP,0.6228,0.6914,0.9135,0.6567,0.7637,0.7867,0.7669,0.6604,0.9794,0.9379,0.7269,0.8277,0.3489
Big Bend NP,Crater Lake NP,0.6916,0.3957,0.9202,0.5836,0.5807,0.8721,0.8625,0.7266,0.9750,0.9370,0.7336,0.6886,0.3510
Big Bend NP,Cuyahoga Valley NP,0.3345,0.2155,0.9074,0.5114,0.3338,0.5333,0.7173,0.4320,0.9690,0.9175,0.5065,0.5593,0.3839
Big Bend NP,Death Valley NP,0.8058,0.5280,0.8570,0.6387,0.7988,0.8477,0.8663,0.8210,0.9575,0.8999,0.7965,0.7593,0.6697
Big Bend NP,Denali NP & PRES,0.7006,0.0833,0.8069,0.2142,0.1939,0.4516,0.5158,0.4256,0.8898,0.7384,0.2359,0.2255,0.2725
Big Bend NP,Dry Tortugas NP,0.6093,0.5713,0.9094,0.6883,0.6274,0.6878,0.6910,0.5279,0.9749,0.9216,0.5554,0.7331,0.3654
Big Bend NP,Everglades NP,0.7006,0.4277,0.7104,0.4988,0.5214,0.7622,0.8444,0.7579,0.9836,0.9544,0.6336,0.6710,0.3813
Big Bend NP,Gates of the Arctic NP & PRES,0.3419,0.0337,0.5662,0.0900,0.0747,0.1423,0.1959,0.1514,0.6530,0.4183,0.0902,0.0920,0.1519
Big Bend NP,Gateway Arch NP,0.3015,0.4221,0.9077,0.4163,0.3465,0.4725,0.6459,0.1736,0.9649,0.9141,0.4149,0.5455,0.3665
Big Bend NP,Glacier Bay NP & PRES,0.6633,0.0820,0.8792,0.2889,0.1919,0.4732,0.5609,0.3523,0.9474,0.8500,0.1738,0.2547,0.3151
Big Bend NP,Glacier NP,0.6633,0.2629,0.8089,0.3690,0.5049,0.8783,0.8611,0.6584,0.8322,0.7267,0.7879,0.5207,0.3480
Big Bend NP,Grand Canyon NP,0.7609,0.7613,0.9277,0.7756,0.6522,0.6152,0.7743,0.6244,0.8464,0.8721,0.7574,0.7535,0.3993
Big Bend NP,Grand Teton NP,0.5785,0.2840,0.8267,0.3737,0.4635,0.7106,0.8647,0.6417,0.8401,0.8203,0.7063,0.4791,0.3475
Big Bend NP,Great Basin NP,0.6068,0.3591,0.9255,0.7110,0.4685,0.7491,0.7861,0.6017,0.9818,0.9457,0.6939,0.7807,0.3739
Big Bend NP,Great Sand Dunes NP & PRES,0.5539,0.5493,0.9157,0.7192,0.9026,0.7602,0.7683,0.6393,0.9822,0.9435,0.6678,0.7624,0.3488
Big Bend NP,Great Smoky Mountains NP,0.6447,0.4744,0.8211,0.5620,0.6512,0.8170,0.9413,0.7445,0.8095,0.6608,0.8737,0.6605,0.4329
Big Bend NP,Guadalupe Mountains NP,0.7035,0.6457,0.9402,0.5169,0.9099,0.8969,0.8925,0.8835,0.9887,0.9667,0.8914,0.9219,0.2613
Big Bend NP,Haleakala NP,0.4924,0.3744,0.9157,0.5793,0.5120,0.6948,0.7404,0.5895,0.9789,0.9345,0.5345,0.6230,0.3994
Big Bend NP,Hawaii Volcanoes NP,0.6674,0.3130,0.8997,0.5097,0.4422,0.8760,0.7447,0.2325,0.9268,0.8538,0.6937,0.6414,0.3760
Big Bend NP,Hot Springs NP,0.4523,0.3479,0.8807,0.5811,0.2935,0.6713,0.7220,0.4731,0.9699,0.9192,0.4462,0.6493,0.4017
Big Bend NP,Indiana Dunes NP,0.6428,0.2202,0.9113,0.4410,0.4185,0.6503,0.7112,0.3709,0.9494,0.9264,0.4949,0.7512,0.3684
Big Bend NP,Isle Royale NP,0.5854,0.2101,0.9153,0.5459,0.4723,0.7314,0.7352,0.6288,0.9728,0.9483,0.5350,0.5702,0.3547
Big Bend NP,Joshua Tree NP,0.8058,0.5998,0.9058,0.9678,0.8469,0.8476,0.9392,0.8045,0.9820,0.9387,0.8167,0.8548,0.8686
Big Bend NP,Katmai NP & PRES,0.4558,0.0682,0.8700,0.2627,0.1684,0.3478,0.4663,0.3263,0.9418,0.8274,0.1644,0.2322,0.3041
Big Bend NP,Kenai Fjords NP,0.6030,0.2037,0.9095,0.6182,0.4800,0.6625,0.6911,0.4687,0.9748,0.9224,0.3526,0.5987,0.3374
Big Bend NP,Kings Canyon NP,0.6068,0.3081,0.9106,0.4853,0.7728,0.9349,0.9206,0.5767,0.8964,0.9474,0.9610,0.7317,0.4772
Big Bend NP,Kobuk Valley NP,0.4545,0.9041,0.9119,0.7032,0.7794,0.7151,0.7351,0.5874,0.9773,0.9308,0.6301,0.8638,0.3361
Big Bend NP,Lake Clark NP & PRES,0.5534,0.0632,0.8825,0.2967,0.1683,0.3632,0.4925,0.3155,0.9518,0.8584,0.1422,0.2464,0.3123
Big Bend NP,Lassen Volcanic NP,0.6428,0.3981,0.9305,0.6326,0.6741,0.9706,0.8852,0.5953,0.9617,0.9559,0.8946,0.7577,0.3842
Big Bend NP,Mammoth Cave NP,0.4767,0.5932,0.9203,0.6525,0.8868,0.8471,0.8360,0.6879,0.9861,0.9615,0.8326,0.8148,0.3657
Big Bend NP,Mesa Verde NP,0.5330,0.2097,0.9129,0.5315,0.7762,0.5996,0.7124,0.5975,0.9752,0.9165,0.6949,0.5545,0.3563
Big Bend NP,Mount Rainier NP,0.4545,0.4381,0.9061,0.4211,0.5479,0.9161,0.9517,0.6308,0.8865,0.9694,0.6866,0.6509,0.3729
Big Bend NP,National Park of American Samoa,0.2462,0.5774,0.9097,0.6712,0.7418,0.6629,0.6901,0.5016,0.9745,0.9219,0.4517,0.7178,0.3386
Big Bend NP,North Cascades NP,0.5854,0.2263,0.9154,0.4813,0.4701,0.7589,0.8398,0.7038,0.9717,0.9594,0.6062,0.5447,0.3646
Big Bend NP,Olympic NP,0.5143,0.3434,0.8325,0.4759,0.7521,0.9409,0.9798,0.8401,0.7997,0.8734,0.8973,0.5951,0.3885
Big Bend NP,Petrified Forest NP,0.7538,0.4403,0.9103,0.5153,0.4671,0.6801,0.7077,0.5126,0.9764,0.9291,0.4839,0.7569,0.3336
Big Bend NP,Pinnacles NP,0.6030,0.3431,0.9180,0.6385,0.6366,0.8489,0.8431,0.7794,0.9847,0.9550,0.7024,0.7514,0.3629
Big Bend NP,Redwood NP,0.7833,0.2885,0.9170,0.5088,0.5182,0.7724,0.8327,0.7425,0.9847,0.9534,0.6497,0.5724,0.3731
Big Bend NP,Rocky Mountain NP,0.6396,0.3491,0.8761,0.5093,0.6040,0.9037,0.9155,0.7044,0.9026,0.8064,0.9340,0.6177,0.4043
Big Bend NP,Saguaro NP,0.8528,0.2417,0.8936,0.4688,0.5006,0.8779,0.9098,0.8653,0.9900,0.9727,0.7324,0.6347,0.3717
Big Bend NP,Sequoia NP,0.6068,0.3245,0.8193,0.3975,0.6522,0.8200,0.8176,0.7415,0.4176,0.4852,0.8456,0.5907,0.4193
Big Bend NP,Shenandoah NP,0.6228,0.3165,0.8583,0.4051,0.7251,0.9705,0.9566,0.9388,0.9317,0.9161,0.8950,0.6899,0.3644
Big Bend NP,Theodore Roosevelt NP,0.5850,0.3431,0.9247,0.6875,0.7587,0.8477,0.8453,0.7130,0.9893,0.9659,0.8317,0.7929,0.3699
Big Bend NP,Virgin Islands NP,0.5449,0.2295,0.6257,0.7275,0.5790,0.6998,0.6979,0.5236,0.9752,0.9242,0.5309,0.5723,0.3632
Big Bend NP,Voyageurs NP,0.5922,0.2917,0.9143,0.6093,0.5279,0.6290,0.5662,0.4780,0.9539,0.9404,0.5692,0.6620,0.3494
Big Bend NP,Wind Cave NP,0.6690,0.3846,0.9131,0.6425,0.6467,0.7527,0.7383,0.5830,0.9780,0.9355,0.5867,0.7637,0.3513
Big Bend NP,Wrangell-St. Elias NP & PRES,0.6428,0.0452,0.6968,0.1279,0.1027,0.2079,0.2677,0.1900,0.7811,0.5539,0.1216,0.1272,0.2032
Big Bend NP,Yellowstone NP,0.6917,0.2591,0.6533,0.3268,0.4838,0.8129,0.7962,0.7516,0.7227,0.6124,0.8154,0.4202,0.2847
Big Bend NP,Yosemite NP,0.7237,0.4478,0.8247,0.6790,0.9709,0.9707,0.8687,0.8590,0.7826,0.3731,0.9122,0.8426,0.5050
Big Bend NP,Zion NP,0.8040,0.4709,0.9518,0.7890,0.7381,0.7152,0.8287,0.5791,0.9483,0.7749,0.7962,0.8186,0.6573
Biscayne NP,Acadia NP,0.4729,0.4112,0.9373,0.4879,0.2989,0.8671,0.7675,0.4945,0.7766,0.6186,0.9626,0.5459,0.8486
Biscayne NP,Arches NP,0.3586,0.7303,0.9939,0.8035,0.8411,0.9457,0.9338,0.7168,0.9938,0.9452,0.7449,0.8007,0.9838
Biscayne NP,Badlands NP,0.3273,0.7708,0.9982,0.9629,0.9033,0.9314,0.9777,0.8121,0.9940,0.9944,0.9673,0.9575,0.9973
Biscayne NP,Big Bend NP,0.4558,0.3587,0.9189,0.6044,0.5483,0.7050,0.7261,0.5704,0.9771,0.9307,0.5473,0.7223,0.3820
Biscayne NP,Biscayne NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Biscayne NP,Black Canyon of the Gunnison NP,0.2182,0.6928,0.9977,0.9253,0.7579,0.9772,0.9581,0.7532,0.9941,0.9956,0.9572,0.9544,0.9961
Biscayne NP,Bryce Canyon NP,0.3419,0.8507,0.9949,0.9845,0.9874,0.7980,0.9332,0.6727,0.9810,0.8236,0.8717,0.9495,0.9862
Biscayne NP,Canyonlands NP,0.5455,0.1417,0.9402,0.5646,0.3654,0.4838,0.6239,0.5400,0.9447,0.8927,0.3173,0.3975,0.8389
Biscayne NP,Capitol Reef NP,0.3563,0.4598,0.9920,0.8375,0.8879,0.8931,0.9329,0.6717,0.9903,0.9456,0.7462,0.7855,0.9766
Biscayne NP,Carlsbad Caverns NP,0.3586,0.9301,0.9983,0.9785,0.9429,0.9458,0.9889,0.9608,0.9994,0.9979,0.9055,0.8956,0.9953
Biscayne NP,Channel Islands NP,0.6614,0.7342,0.9972,0.8780,0.8519,0.8818,0.9471,0.9311,0.9961,0.9957,0.6901,0.8105,0.9909
Biscayne NP,Congaree NP,0.5855,0.7146,0.9977,0.9688,0.8616,0.9669,0.9841,0.9117,0.9992,0.9972,0.8839,0.9092,0.9969
Biscayne NP,Crater Lake NP,0.4729,0.5391,0.9909,0.7645,0.5493,0.8255,0.9308,0.8289,0.9823,0.9548,0.8272,0.7384,0.9734
Biscayne NP,Cuyahoga Valley NP,0.3145,0.8813,0.9946,0.9545,0.8936,0.6109,0.9347,0.7118,0.9866,0.9641,0.8774,0.7775,0.9823
Biscayne NP,Death Valley NP,0.4041,0.5229,0.6352,0.5757,0.7075,0.6603,0.5684,0.5038,0.9148,0.7808,0.7959,0.8170,0.5350
Biscayne NP,Denali NP & PRES,0.2928,0.1420,0.8633,0.2695,0.1903,0.5199,0.5314,0.4033,0.8857,0.7310,0.2348,0.2544,0.7031
Biscayne NP,Dry Tortugas NP,0.6547,0.8477,0.9977,0.9679,0.7974,0.9255,0.9849,0.8965,0.9990,0.9968,0.9094,0.9231,0.9970
Biscayne NP,Everglades NP,0.6831,0.6929,0.7260,0.5670,0.8737,0.7403,0.8288,0.6852,0.9829,0.9429,0.7440,0.7174,0.9730
Biscayne NP,Gates of the Arctic NP & PRES,0.2857,0.0482,0.6080,0.1101,0.0673,0.1335,0.1928,0.1549,0.6550,0.4213,0.0873,0.1014,0.4018
Biscayne NP,Gateway Arch NP,0.5669,0.9358,0.9984,0.9489,0.9338,0.6710,0.9515,0.5413,0.9918,0.9911,0.8904,0.8409,0.9913
Biscayne NP,Glacier Bay NP & PRES,0.5292,0.0831,0.9572,0.3811,0.1914,0.4797,0.7143,0.5408,0.9648,0.8965,0.2144,0.2960,0.8856
Biscayne NP,Glacier NP,0.5292,0.3163,0.7819,0.3195,0.3373,0.6497,0.7200,0.6127,0.7662,0.5619,0.5079,0.3684,0.6080
Biscayne NP,Grand Canyon NP,0.6070,0.6417,0.9479,0.7726,0.7386,0.4997,0.7804,0.6774,0.8049,0.8188,0.5812,0.4398,0.8419
Biscayne NP,Grand Teton NP,0.4835,0.4914,0.8279,0.4199,0.4376,0.4693,0.7392,0.6140,0.7940,0.7141,0.6482,0.4210,0.6669
Biscayne NP,Great Basin NP,0.4226,0.3852,0.9960,0.9178,0.7083,0.6243,0.9083,0.5918,0.9874,0.9736,0.6665,0.8657,0.9914
Biscayne NP,Great Sand Dunes NP & PRES,0.3858,0.4128,0.9970,0.4694,0.5037,0.9613,0.9260,0.7176,0.9971,0.9973,0.7078,0.7801,0.9952
Biscayne NP,Great Smoky Mountains NP,0.4041,0.7076,0.7903,0.8047,0.8143,0.6131,0.7777,0.5599,0.7128,0.4934,0.7799,0.6101,0.7105
Biscayne NP,Guadalupe Mountains NP,0.5040,0.4915,0.9958,0.9498,0.6410,0.8942,0.9413,0.8332,0.9971,0.9900,0.6590,0.8274,0.9780
Biscayne NP,Haleakala NP,0.4629,0.9289,0.9968,0.9796,0.9117,0.9024,0.9843,0.9161,0.9990,0.9964,0.8986,0.8769,0.9937
Biscayne NP,Hawaii Volcanoes NP,0.4781,0.9067,0.9787,0.9490,0.9194,0.8237,0.5573,0.5050,0.9253,0.8955,0.8424,0.7487,0.9841
Biscayne NP,Hot Springs NP,0.3780,0.7042,0.9923,0.9466,0.9152,0.9132,0.9829,0.8936,0.9942,0.9859,0.9284,0.8664,0.9752
Biscayne NP,Indiana Dunes NP,0.4835,0.9392,0.9991,0.9675,0.9692,0.8901,0.9706,0.6993,0.9650,0.9722,0.9399,0.9855,0.9957
Biscayne NP,Isle Royale NP,0.6290,0.3325,0.9911,0.7173,0.4814,0.7849,0.7782,0.8468,0.9820,0.9828,0.6285,0.7001,0.9768
Biscayne NP,Joshua Tree NP,0.3030,0.8185,0.7764,0.7067,0.7910,0.8515,0.7151,0.6165,0.9444,0.8261,0.5490,0.9125,0.7056
Biscayne NP,Katmai NP & PRES,0.5714,0.0906,0.9469,0.3508,0.1647,0.4106,0.5646,0.3991,0.9576,0.8712,0.2070,0.2825,0.8607
Biscayne NP,Kenai Fjords NP,0.5669,0.1455,0.9957,0.8495,0.4382,0.8994,0.9680,0.8933,0.9982,0.9937,0.5679,0.7330,0.9902
Biscayne NP,Kings Canyon NP,0.4226,0.2517,0.9140,0.3650,0.4890,0.7188,0.5986,0.2273,0.8329,0.7916,0.4540,0.4464,0.7980
Biscayne NP,Kobuk Valley NP,0.6838,0.1309,0.9969,0.9350,0.6232,0.9107,0.9740,0.8763,0.9987,0.9956,0.7799,0.8208,0.9935
Biscayne NP,Lake Clark NP & PRES,0.4336,0.0644,0.9638,0.4021,0.1578,0.4603,0.6398,0.4799,0.9716,0.9156,0.1910,0.2966,0.9013
Biscayne NP,Lassen Volcanic NP,0.5641,0.3727,0.9879,0.6712,0.4768,0.8127,0.8280,0.4669,0.9433,0.9222,0.4991,0.5919,0.9663
Biscayne NP,Mammoth Cave NP,0.4781,0.4980,0.9951,0.9129,0.8129,0.9435,0.9191,0.6867,0.9911,0.9821,0.7435,0.8492,0.9872
Biscayne NP,Mesa Verde NP,0.5345,0.4370,0.9906,0.8157,0.7253,0.7969,0.8215,0.6633,0.9807,0.9467,0.7450,0.7441,0.9763
Biscayne NP,Mount Rainier NP,0.4558,0.4136,0.9313,0.4858,0.3853,0.6440,0.7757,0.5226,0.8374,0.8677,0.4450,0.5053,0.8421
Biscayne NP,National Park of American Samoa,0.1543,0.8104,0.9973,0.9606,0.4897,0.9393,0.9829,0.9094,0.9989,0.9964,0.2669,0.8857,0.9956
Biscayne NP,North Cascades NP,0.4193,0.3155,0.9778,0.5725,0.4152,0.6664,0.7858,0.8091,0.9693,0.9588,0.5488,0.5841,0.9398
Biscayne NP,Olympic NP,0.5641,0.4851,0.7795,0.4295,0.4898,0.6619,0.7079,0.6640,0.7163,0.6691,0.4593,0.3738,0.5903
Biscayne NP,Petrified Forest NP,0.3780,0.8910,0.9984,0.9608,0.9035,0.9264,0.9839,0.9359,0.9992,0.9975,0.8966,0.9299,0.9953
Biscayne NP,Pinnacles NP,0.2520,0.7547,0.9974,0.9301,0.8297,0.9387,0.9649,0.9065,0.9984,0.9945,0.8170,0.8820,0.9942
Biscayne NP,Redwood NP,0.3273,0.5858,0.9855,0.6877,0.6387,0.7622,0.8631,0.7900,0.9886,0.9639,0.6901,0.6843,0.9627
Biscayne NP,Rocky Mountain NP,0.2673,0.7152,0.8731,0.6552,0.5927,0.6469,0.8142,0.6199,0.8438,0.6795,0.7204,0.4934,0.7545
Biscayne NP,Saguaro NP,0.4009,0.8357,0.9817,0.9112,0.7772,0.7601,0.8716,0.7093,0.9928,0.9751,0.5812,0.6898,0.9742
Biscayne NP,Sequoia NP,0.4226,0.4863,0.8030,0.4461,0.6252,0.5087,0.5673,0.4589,0.3103,0.3479,0.6062,0.4938,0.6309
Biscayne NP,Shenandoah NP,0.3904,0.2905,0.8403,0.3253,0.4686,0.7255,0.6364,0.5644,0.8497,0.7315,0.6024,0.5919,0.7059
Biscayne NP,Theodore Roosevelt NP,0.5500,0.3573,0.9932,0.8001,0.6390,0.9437,0.9145,0.8073,0.9921,0.9738,0.8297,0.7571,0.9824
Biscayne NP,Virgin Islands NP,0.4880,0.9048,0.6731,0.5855,0.9219,0.9539,0.9885,0.9297,0.9993,0.9974,0.8916,0.8124,0.9934
Biscayne NP,Voyageurs NP,0.5774,0.4938,0.9966,0.8690,0.5622,0.7523,0.7131,0.8200,0.9699,0.9949,0.7256,0.8207,0.9910
Biscayne NP,Wind Cave NP,0.4193,0.8836,0.9987,0.9891,0.9737,0.9857,0.9947,0.9543,0.9991,0.9979,0.9715,0.9751,0.9984
Biscayne NP,Wrangell-St. Elias NP & PRES,0.5641,0.0528,0.7493,0.1522,0.0837,0.1850,0.2665,0.1784,0.7848,0.5596,0.1063,0.1304,0.5426
Biscayne NP,Yellowstone NP,0.6070,0.3429,0.5851,0.2604,0.3396,0.5427,0.5495,0.5407,0.6267,0.4312,0.5852,0.2951,0.3991
Biscayne NP,Yosemite NP,0.5774,0.5336,0.6703,0.5609,0.5990,0.7442,0.6552,0.8014,0.6652,0.0984,0.4838,0.6762,0.2994
Biscayne NP,Zion NP,0.5040,0.9124,0.9610,0.9397,0.9280,0.7703,0.8909,0.5896,0.9261,0.7334,0.6964,0.8688,0.9041
Black Canyon of the Gunnison NP,Acadia NP,0.3612,0.8789,0.9498,0.7190,0.6803,0.8671,0.8531,0.8172,0.8251,0.6216,0.9526,0.7417,0.8787
Black Canyon of the Gunnison NP,Arches NP,0.1826,0.5756,0.9914,0.8041,0.7341,0.9310,0.9395,0.5358,0.9844,0.9441,0.7560,0.6952,0.9789
Black Canyon of the Gunnison NP,Badlands NP,0.3333,0.9760,0.9998,0.9887,0.9102,0.9098,0.9170,0.6760,0.9897,0.9911,0.9775,0.9804,0.9995
Black Canyon of the Gunnison NP,Big Bend NP,0.3482,0.3169,0.9151,0.6803,0.7977,0.7515,0.7616,0.6188,0.9803,0.9398,0.6097,0.6971,0.3583
Black Canyon of the Gunnison NP,Biscayne NP,0.2182,0.6928,0.9977,0.9253,0.7579,0.9772,0.9581,0.7532,0.9941,0.9956,0.9572,0.9544,0.9961
Black Canyon of the Gunnison NP,Black Canyon of the Gunnison NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Black Canyon of the Gunnison NP,Bryce Canyon NP,0.3482,0.8967,0.9967,0.9522,0.7477,0.7589,0.9302,0.7332,0.9813,0.8134,0.8636,0.9794,0.9885
Black Canyon of the Gunnison NP,Canyonlands NP,0.1667,0.2463,0.9439,0.6030,0.4061,0.4950,0.6450,0.4433,0.9432,0.8921,0.3557,0.4015,0.8453
Black Canyon of the Gunnison NP,Capitol Reef NP,0.2722,0.5525,0.9922,0.8603,0.6326,0.8417,0.9159,0.8456,0.9925,0.9430,0.7730,0.7582,0.9773
Black Canyon of the Gunnison NP,Carlsbad Caverns NP,0.1826,0.4731,0.9974,0.8337,0.6052,0.9421,0.9324,0.6912,0.9927,0.9905,0.7754,0.7716,0.9925
Black Canyon of the Gunnison NP,Channel Islands NP,0.4330,0.8276,0.9993,0.9135,0.7873,0.9097,0.9300,0.6867,0.9911,0.9954,0.7327,0.8389,0.9964
Black Canyon of the Gunnison NP,Congaree NP,0.4472,0.6433,0.9982,0.9075,0.7526,0.9786,0.9546,0.7114,0.9932,0.9919,0.8513,0.8345,0.9944
Black Canyon of the Gunnison NP,Crater Lake NP,0.3612,0.9299,0.9961,0.9210,0.8282,0.8102,0.9072,0.6175,0.9802,0.9571,0.9088,0.8802,0.9880
Black Canyon of the Gunnison NP,Cuyahoga Valley NP,0.3203,0.4531,0.9899,0.8157,0.4368,0.5699,0.8317,0.4505,0.9777,0.9534,0.7323,0.6897,0.9683
Black Canyon of the Gunnison NP,Death Valley NP,0.3086,0.5827,0.6228,0.7154,0.9103,0.6334,0.6217,0.4550,0.9195,0.8041,0.8877,0.7580,0.5421
Black Canyon of the Gunnison NP,Denali NP & PRES,0.2981,0.2722,0.8670,0.3205,0.2674,0.5163,0.5190,0.5305,0.8908,0.7314,0.2380,0.2728,0.7087
Black Canyon of the Gunnison NP,Dry Tortugas NP,0.3333,0.5098,0.9978,0.8934,0.6865,0.9668,0.9591,0.8210,0.9939,0.9908,0.8322,0.8043,0.9931
Black Canyon of the Gunnison NP,Everglades NP,0.4472,0.4859,0.7022,0.7882,0.8360,0.6925,0.8376,0.5866,0.9815,0.9575,0.8596,0.8331,0.9847
Black Canyon of the Gunnison NP,Gates of the Arctic NP & PRES,0.2182,0.0187,0.6052,0.0868,0.0353,0.1068,0.1713,0.0908,0.6479,0.4123,0.0354,0.0562,0.3945
Black Canyon of the Gunnison NP,Gateway Arch NP,0.0000,0.4745,0.9952,0.7736,0.4828,0.6270,0.8537,0.3099,0.9831,0.9811,0.7318,0.7228,0.9783
Black Canyon of the Gunnison NP,Glacier Bay NP & PRES,0.3464,0.0905,0.9571,0.3589,0.1732,0.4879,0.6636,0.3899,0.9583,0.8896,0.1666,0.2438,0.8820
