park1,park2,activity similariy,crowdedness similarity Jan,crowdedness similarity Feb,crowdedness similarity Mar,crowdedness similarity Apr,crowdedness similarity May,crowdedness similarity Jun,crowdedness similarity Jul,crowdedness similarity Aug,crowdedness similarity Sep,crowdedness similarity Oct,crowdedness similarity Nov,crowdedness similarity Dec
Rocky Mountain NP,Katmai NP & PRES,0.3563,0.0615,0.8268,0.2332,0.1066,0.2184,0.4503,0.2668,0.8037,0.5702,0.1279,0.1161,0.6440
Rocky Mountain NP,Kenai Fjords NP,0.6482,0.0976,0.8623,0.5146,0.2474,0.5254,0.7792,0.6436,0.8420,0.6646,0.3911,0.2335,0.7246
Rocky Mountain NP,Kings Canyon NP,0.7906,0.8167,0.9799,0.8969,0.8817,0.8469,0.9177,0.7958,0.9163,0.8656,0.8988,0.9066,0.9542
Rocky Mountain NP,Kobuk Valley NP,0.4975,0.2167,0.8679,0.6348,0.5330,0.5085,0.7899,0.4187,0.8327,0.6450,0.7464,0.3626,0.7365
Rocky Mountain NP,Lake Clark NP & PRES,0.7030,0.0170,0.8325,0.2267,0.0645,0.2154,0.4906,0.1977,0.8080,0.5796,0.1006,0.0760,0.6550
Rocky Mountain NP,Lassen Volcanic NP,0.7538,0.8800,0.9289,0.9678,0.9710,0.8838,0.9488,0.8661,0.9399,0.8492,0.8721,0.9087,0.8779
Rocky Mountain NP,Mammoth Cave NP,0.3727,0.7447,0.9031,0.8124,0.6427,0.7444,0.9417,0.9197,0.8976,0.7687,0.8173,0.7161,0.8200
Rocky Mountain NP,Mesa Verde NP,0.5000,0.5322,0.8970,0.7419,0.5911,0.6241,0.8469,0.8463,0.9044,0.7664,0.7082,0.6130,0.8049
Rocky Mountain NP,Mount Rainier NP,0.6396,0.8713,0.9796,0.8776,0.9438,0.9451,0.9147,0.9277,0.9774,0.9001,0.6839,0.9674,0.9670
Rocky Mountain NP,National Park of American Samoa,0.3849,0.5447,0.8621,0.5680,0.2648,0.4896,0.7724,0.4212,0.8291,0.6368,0.4174,0.2580,0.7256
Rocky Mountain NP,North Cascades NP,0.5883,0.6002,0.9264,0.7941,0.7303,0.6904,0.7806,0.4752,0.8587,0.7125,0.6943,0.7217,0.8636
Rocky Mountain NP,Olympic NP,0.7035,0.9286,0.9819,0.9467,0.9528,0.9717,0.9197,0.9090,0.9419,0.9307,0.9233,0.9508,0.9628
Rocky Mountain NP,Petrified Forest NP,0.7660,0.7213,0.8710,0.6172,0.5421,0.7164,0.8040,0.6742,0.8473,0.6862,0.6535,0.4843,0.7403
Rocky Mountain NP,Pinnacles NP,0.5500,0.8766,0.8961,0.8325,0.8500,0.7839,0.8657,0.5853,0.8519,0.6963,0.8597,0.7471,0.8045
Rocky Mountain NP,Redwood NP,0.7485,0.7273,0.9174,0.8001,0.7674,0.7646,0.8347,0.6114,0.8750,0.7445,0.7456,0.7264,0.8465
Rocky Mountain NP,Rocky Mountain NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rocky Mountain NP,Saguaro NP,0.5833,0.7706,0.9013,0.7662,0.8016,0.8689,0.8757,0.6525,0.8676,0.7374,0.8572,0.7736,0.8373
Rocky Mountain NP,Sequoia NP,0.7906,0.8067,0.9505,0.8544,0.8459,0.8528,0.8710,0.8511,0.7243,0.6792,0.8637,0.8722,0.9109
Rocky Mountain NP,Shenandoah NP,0.7303,0.8383,0.9926,0.9004,0.9371,0.9052,0.9098,0.8639,0.9679,0.9067,0.8806,0.9678,0.9786
Rocky Mountain NP,Theodore Roosevelt NP,0.6860,0.8418,0.9151,0.9420,0.9611,0.7572,0.9031,0.9251,0.9016,0.8101,0.9644,0.9026,0.8447
Rocky Mountain NP,Virgin Islands NP,0.6086,0.6417,0.5459,0.3221,0.4966,0.5695,0.7968,0.4731,0.8344,0.6502,0.6807,0.4703,0.7495
Rocky Mountain NP,Voyageurs NP,0.7715,0.5594,0.8866,0.7279,0.6041,0.5961,0.5585,0.3958,0.8360,0.6754,0.6515,0.5552,0.7782
Rocky Mountain NP,Wind Cave NP,0.6537,0.8417,0.8776,0.7165,0.6754,0.7354,0.8384,0.7893,0.8604,0.7176,0.7947,0.5689,0.7616
Rocky Mountain NP,Wrangell-St. Elias NP & PRES,0.6533,0.0383,0.6594,0.1097,0.0594,0.1192,0.2267,0.1068,0.6676,0.3788,0.0659,0.0627,0.4144
Rocky Mountain NP,Yellowstone NP,0.8111,0.7656,0.8654,0.7985,0.8487,0.9099,0.8421,0.8586,0.8867,0.8629,0.8794,0.8250,0.8290
Rocky Mountain NP,Yosemite NP,0.8230,0.9353,0.8727,0.8183,0.7365,0.8882,0.9184,0.7801,0.9157,0.7258,0.8350,0.8783,0.7414
Rocky Mountain NP,Zion NP,0.5500,0.8638,0.9153,0.6860,0.5570,0.8393,0.9667,0.9788,0.9770,0.9618,0.7382,0.4975,0.8494
Saguaro NP,Acadia NP,0.4423,0.3018,0.9266,0.4754,0.3177,0.8017,0.7149,0.4040,0.7790,0.6231,0.6921,0.5202,0.8673
Saguaro NP,Arches NP,0.8944,0.8300,0.9884,0.7415,0.7646,0.8521,0.9279,0.7757,0.9979,0.9563,0.6799,0.7671,0.9943
Saguaro NP,Badlands NP,0.6124,0.5609,0.9771,0.8541,0.6697,0.7774,0.8564,0.5977,0.9884,0.9719,0.6021,0.6500,0.9764
Saguaro NP,Big Bend NP,0.8528,0.2417,0.8936,0.4688,0.5006,0.8779,0.9098,0.8653,0.9900,0.9727,0.7324,0.6347,0.3717
Saguaro NP,Biscayne NP,0.4009,0.8357,0.9817,0.9112,0.7772,0.7601,0.8716,0.7093,0.9928,0.9751,0.5812,0.6898,0.9742
Saguaro NP,Black Canyon of the Gunnison NP,0.2041,0.4518,0.9743,0.7873,0.4498,0.7421,0.8395,0.5294,0.9864,0.9704,0.5475,0.6377,0.9723
Saguaro NP,Bryce Canyon NP,0.5330,0.7513,0.9823,0.9031,0.8260,0.7187,0.8241,0.5075,0.9771,0.8080,0.5509,0.7201,0.9682
Saguaro NP,Canyonlands NP,0.7144,0.4031,0.9503,0.6956,0.6161,0.8083,0.8875,0.9535,0.9741,0.9670,0.6575,0.7755,0.9362
Saguaro NP,Capitol Reef NP,0.6667,0.5739,0.9865,0.8212,0.8731,0.8497,0.9700,0.7794,0.9960,0.9632,0.7545,0.8670,0.9959
Saguaro NP,Carlsbad Caverns NP,0.4472,0.9418,0.9801,0.9431,0.8340,0.8109,0.8920,0.7614,0.9938,0.9792,0.6934,0.6657,0.9788
Saguaro NP,Channel Islands NP,0.4419,0.6642,0.9780,0.8312,0.7190,0.8009,0.8873,0.7694,0.9922,0.9825,0.6016,0.6813,0.9813
Saguaro NP,Congaree NP,0.4564,0.7497,0.9779,0.9317,0.8212,0.8441,0.9206,0.7966,0.9947,0.9829,0.8710,0.7644,0.9841
Saguaro NP,Crater Lake NP,0.5898,0.4129,0.9723,0.7102,0.4756,0.7555,0.8712,0.7051,0.9808,0.9443,0.6576,0.6096,0.9680
Saguaro NP,Cuyahoga Valley NP,0.2942,0.9895,0.9955,0.9840,0.9083,0.6868,0.8850,0.6767,0.9880,0.9644,0.7486,0.9000,0.9761
Saguaro NP,Death Valley NP,0.7559,0.2984,0.6143,0.4778,0.6125,0.7108,0.6433,0.5824,0.9253,0.8093,0.6496,0.5106,0.5335
Saguaro NP,Denali NP & PRES,0.7303,0.0406,0.8407,0.2098,0.0980,0.4069,0.4679,0.2781,0.8788,0.7108,0.1180,0.1351,0.6855
Saguaro NP,Dry Tortugas NP,0.4082,0.5462,0.9754,0.8595,0.5303,0.6870,0.8685,0.6490,0.9919,0.9733,0.5466,0.5802,0.9741
Saguaro NP,Everglades NP,0.5477,0.6708,0.7852,0.4445,0.7100,0.6404,0.7578,0.5530,0.9787,0.9281,0.5004,0.6041,0.9561
Saguaro NP,Gates of the Arctic NP & PRES,0.2673,0.0090,0.5920,0.0839,0.0285,0.0885,0.1643,0.1025,0.6489,0.4083,0.0365,0.0484,0.3902
Saguaro NP,Gateway Arch NP,0.3536,0.9047,0.9859,0.9235,0.8271,0.6362,0.8354,0.4013,0.9869,0.9706,0.5998,0.7692,0.9677
Saguaro NP,Glacier Bay NP & PRES,0.5657,0.0230,0.9344,0.3270,0.1144,0.4240,0.6221,0.3830,0.9581,0.8753,0.1247,0.1759,0.8664
Saguaro NP,Glacier NP,0.5657,0.3100,0.7977,0.4024,0.4859,0.7948,0.7614,0.5700,0.7824,0.6140,0.6749,0.5185,0.6864
Saguaro NP,Grand Canyon NP,0.6489,0.5631,0.9357,0.6622,0.6121,0.5597,0.7831,0.6162,0.8195,0.8400,0.4824,0.4701,0.8534
Saguaro NP,Grand Teton NP,0.5276,0.4051,0.8324,0.4273,0.4543,0.5813,0.7499,0.5889,0.8083,0.7393,0.6055,0.4348,0.7041
Saguaro NP,Great Basin NP,0.5534,0.2025,0.9747,0.8298,0.6100,0.5526,0.8301,0.4650,0.9821,0.9573,0.4619,0.5061,0.9770
Saguaro NP,Great Sand Dunes NP & PRES,0.5052,0.2246,0.9735,0.2966,0.2734,0.7512,0.8356,0.5474,0.9913,0.9778,0.4565,0.4378,0.9782
Saguaro NP,Great Smoky Mountains NP,0.5669,0.7841,0.8440,0.8779,0.9034,0.8250,0.8983,0.7128,0.7592,0.5788,0.7400,0.8093,0.7877
Saguaro NP,Guadalupe Mountains NP,0.5893,0.4913,0.9803,0.9681,0.6913,0.8964,0.9719,0.9180,0.9976,0.9928,0.8244,0.8211,0.9871
Saguaro NP,Haleakala NP,0.5774,0.9408,0.9911,0.9563,0.8658,0.8435,0.9142,0.7909,0.9955,0.9838,0.7327,0.8589,0.9764
Saguaro NP,Hawaii Volcanoes NP,0.5590,0.8954,0.9898,0.9401,0.9019,0.9297,0.7168,0.4209,0.9241,0.8979,0.8391,0.8512,0.9832
Saguaro NP,Hot Springs NP,0.5303,0.6704,0.9930,0.8751,0.8520,0.7799,0.8783,0.6920,0.9900,0.9674,0.6284,0.7069,0.9560
Saguaro NP,Indiana Dunes NP,0.5276,0.9490,0.9850,0.9510,0.8593,0.7758,0.8575,0.5284,0.9612,0.9526,0.6399,0.7669,0.9738
Saguaro NP,Isle Royale NP,0.3922,0.0693,0.9661,0.5695,0.2278,0.5518,0.6574,0.5939,0.9735,0.9560,0.2986,0.3631,0.9518
Saguaro NP,Joshua Tree NP,0.7559,0.6277,0.7674,0.5510,0.6376,0.7724,0.7937,0.7016,0.9566,0.8589,0.4343,0.6225,0.6934
Saguaro NP,Katmai NP & PRES,0.4009,0.0137,0.9232,0.2874,0.0746,0.2813,0.4859,0.2681,0.9496,0.8470,0.0925,0.1464,0.8384
Saguaro NP,Kenai Fjords NP,0.4419,0.0385,0.9725,0.7544,0.2685,0.6914,0.8524,0.6567,0.9916,0.9710,0.3625,0.4579,0.9696
Saguaro NP,Kings Canyon NP,0.5534,0.4563,0.9331,0.5825,0.7116,0.8985,0.8187,0.3765,0.8637,0.8875,0.7525,0.7484,0.8981
Saguaro NP,Kobuk Valley NP,0.3198,0.1644,0.9752,0.8855,0.5831,0.7494,0.9035,0.7412,0.9936,0.9794,0.7918,0.6557,0.9800
Saguaro NP,Lake Clark NP & PRES,0.4056,0.0142,0.9407,0.3469,0.0854,0.3302,0.5616,0.3417,0.9643,0.8930,0.1041,0.1717,0.8808
Saguaro NP,Lassen Volcanic NP,0.5276,0.4743,0.9778,0.7742,0.7227,0.9355,0.8804,0.4666,0.9481,0.9412,0.6919,0.7859,0.9925
Saguaro NP,Mammoth Cave NP,0.4472,0.3588,0.9752,0.8517,0.6171,0.7809,0.8504,0.5628,0.9872,0.9688,0.5245,0.6493,0.9767
Saguaro NP,Mesa Verde NP,0.6250,0.1534,0.9654,0.6654,0.4019,0.5870,0.7015,0.4330,0.9714,0.9158,0.3279,0.3894,0.9459
Saguaro NP,Mount Rainier NP,0.4264,0.4460,0.9293,0.5734,0.5731,0.8276,0.8636,0.4868,0.8484,0.9099,0.5869,0.6956,0.8989
Saguaro NP,National Park of American Samoa,0.0000,0.7276,0.9748,0.8779,0.2819,0.7190,0.8781,0.6888,0.9922,0.9748,0.2824,0.5908,0.9759
Saguaro NP,North Cascades NP,0.4903,0.1253,0.9564,0.4843,0.2851,0.5475,0.7350,0.6327,0.9645,0.9438,0.3896,0.3905,0.9288
Saguaro NP,Olympic NP,0.3769,0.6149,0.8213,0.5853,0.7118,0.9078,0.8752,0.7492,0.7458,0.7680,0.8120,0.6973,0.7108
Saguaro NP,Petrified Forest NP,0.7071,0.9613,0.9828,0.9399,0.8452,0.8297,0.8941,0.7701,0.9946,0.9814,0.7238,0.8216,0.9808
Saguaro NP,Pinnacles NP,0.4714,0.6215,0.9797,0.8583,0.6908,0.7929,0.8927,0.7509,0.9935,0.9785,0.6323,0.6773,0.9794
Saguaro NP,Redwood NP,0.6124,0.3797,0.9657,0.5773,0.4467,0.6055,0.7719,0.5941,0.9825,0.9436,0.4163,0.4534,0.9432
Saguaro NP,Rocky Mountain NP,0.5833,0.7706,0.9013,0.7662,0.8016,0.8689,0.8757,0.6525,0.8676,0.7374,0.8572,0.7736,0.8373
Saguaro NP,Saguaro NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Saguaro NP,Sequoia NP,0.5534,0.3752,0.8038,0.4457,0.5110,0.5668,0.5983,0.4489,0.3285,0.3698,0.5075,0.4506,0.6658
Saguaro NP,Shenandoah NP,0.5477,0.3974,0.8608,0.4787,0.6643,0.8745,0.8105,0.7717,0.8809,0.8161,0.6881,0.8439,0.8056
Saguaro NP,Theodore Roosevelt NP,0.4287,0.3941,0.9790,0.8287,0.7374,0.8731,0.9018,0.7748,0.9935,0.9786,0.8744,0.8170,0.9911
Saguaro NP,Virgin Islands NP,0.3651,0.8662,0.5785,0.4947,0.7592,0.7603,0.8844,0.7182,0.9930,0.9768,0.6822,0.7182,0.9705
Saguaro NP,Voyageurs NP,0.4629,0.2017,0.9736,0.7166,0.2504,0.5526,0.6337,0.5829,0.9616,0.9669,0.3560,0.4253,0.9645
Saguaro NP,Wind Cave NP,0.5883,0.7717,0.9793,0.9133,0.7923,0.8109,0.8844,0.7254,0.9934,0.9775,0.6869,0.7137,0.9793
Saguaro NP,Wrangell-St. Elias NP & PRES,0.5276,0.0198,0.7323,0.1304,0.0554,0.1482,0.2414,0.1370,0.7801,0.5490,0.0718,0.0846,0.5338
Saguaro NP,Yellowstone NP,0.6489,0.2595,0.6021,0.2936,0.4003,0.6429,0.5963,0.5468,0.6473,0.4717,0.5909,0.3880,0.4675
Saguaro NP,Yosemite NP,0.6172,0.5783,0.7024,0.5964,0.6102,0.8515,0.7687,0.8577,0.7111,0.2087,0.6088,0.7498,0.4234
Saguaro NP,Zion NP,0.7071,0.8640,0.9697,0.8595,0.7926,0.7744,0.8792,0.5673,0.9361,0.7540,0.5353,0.6929,0.9115
Sequoia NP,Acadia NP,0.6994,0.9948,0.9582,0.9980,0.8392,0.8180,0.8540,0.8567,0.7346,0.7881,0.7522,0.9583,0.9384
Sequoia NP,Arches NP,0.6364,0.6347,0.8280,0.3696,0.4935,0.5027,0.6263,0.4857,0.3244,0.4045,0.6584,0.4403,0.6885
Sequoia NP,Badlands NP,0.6455,0.9005,0.8190,0.6247,0.8511,0.6674,0.6045,0.5421,0.3716,0.3951,0.7686,0.6691,0.6632
Sequoia NP,Big Bend NP,0.6068,0.3245,0.8193,0.3975,0.6522,0.8200,0.8176,0.7415,0.4176,0.4852,0.8456,0.5907,0.4193
Sequoia NP,Biscayne NP,0.4226,0.4863,0.8030,0.4461,0.6252,0.5087,0.5673,0.4589,0.3103,0.3479,0.6062,0.4938,0.6309
Sequoia NP,Black Canyon of the Gunnison NP,0.3873,0.9049,0.8219,0.6805,0.8454,0.5563,0.6983,0.8429,0.3743,0.3382,0.7666,0.6775,0.6693
Sequoia NP,Bryce Canyon NP,0.7416,0.8084,0.8510,0.5824,0.5868,0.5865,0.6325,0.6447,0.4240,0.6096,0.6621,0.7368,0.7345
Sequoia NP,Canyonlands NP,0.5164,0.5768,0.8570,0.5064,0.4976,0.5671,0.6514,0.5009,0.4328,0.4465,0.4755,0.5604,0.7379
Sequoia NP,Capitol Reef NP,0.7379,0.7534,0.8395,0.4980,0.4453,0.4922,0.6524,0.8125,0.3905,0.5135,0.6929,0.5991,0.7100
Sequoia NP,Carlsbad Caverns NP,0.7071,0.3344,0.7873,0.3218,0.4973,0.4792,0.5017,0.3583,0.2956,0.3247,0.3943,0.2538,0.5890
Sequoia NP,Channel Islands NP,0.6149,0.8382,0.8279,0.6027,0.8459,0.7749,0.6809,0.5001,0.3564,0.3720,0.7091,0.7340,0.6717
Sequoia NP,Congaree NP,0.6351,0.7036,0.7978,0.4470,0.7281,0.5162,0.5597,0.4059,0.2979,0.3356,0.6565,0.4162,0.6152
Sequoia NP,Crater Lake NP,0.6994,0.9923,0.8676,0.9029,0.9382,0.8545,0.7596,0.6220,0.4421,0.4575,0.8501,0.8971,0.7613
Sequoia NP,Cuyahoga Valley NP,0.4961,0.3309,0.7998,0.4012,0.3797,0.5111,0.4847,0.3185,0.3568,0.3649,0.3541,0.3998,0.6295
Sequoia NP,Death Valley NP,0.7171,0.5068,0.6474,0.5182,0.8688,0.9093,0.8377,0.6774,0.5370,0.6013,0.9290,0.4649,0.6015
Sequoia NP,Denali NP & PRES,0.7506,0.2813,0.7630,0.3277,0.2837,0.3995,0.4905,0.5605,0.4388,0.3958,0.2595,0.2831,0.5663
Sequoia NP,Dry Tortugas NP,0.5164,0.3243,0.7858,0.3267,0.5548,0.3873,0.5204,0.4612,0.2916,0.3194,0.5044,0.2521,0.5893
Sequoia NP,Everglades NP,0.6351,0.3091,0.7056,0.7639,0.8306,0.8496,0.8038,0.6684,0.4100,0.4778,0.8317,0.8212,0.7749
Sequoia NP,Gates of the Arctic NP & PRES,0.2535,0.0191,0.4834,0.0436,0.0314,0.0503,0.1013,0.0481,0.2053,0.1380,0.0274,0.0270,0.2430
Sequoia NP,Gateway Arch NP,0.4472,0.3143,0.7849,0.2940,0.3911,0.4506,0.4634,0.2188,0.3362,0.3362,0.3031,0.3087,0.5941
Sequoia NP,Glacier Bay NP & PRES,0.7603,0.0931,0.7660,0.1866,0.1596,0.4605,0.4419,0.2841,0.3430,0.2981,0.1270,0.1232,0.5465
Sequoia NP,Glacier NP,0.7603,0.9613,0.9883,0.9679,0.8476,0.8883,0.8827,0.8688,0.8092,0.8599,0.8845,0.9081,0.9758
Sequoia NP,Grand Canyon NP,0.6669,0.3682,0.8531,0.4014,0.5910,0.6509,0.7773,0.7590,0.7538,0.5988,0.5801,0.4876,0.6595
Sequoia NP,Grand Teton NP,0.7151,0.9973,0.9981,0.9990,0.8827,0.8868,0.8090,0.5883,0.5904,0.5724,0.8552,0.9352,0.9940
Sequoia NP,Great Basin NP,0.9000,0.9632,0.8364,0.6532,0.9350,0.6398,0.7355,0.8820,0.4055,0.5321,0.8806,0.4854,0.7014
Sequoia NP,Great Sand Dunes NP & PRES,0.8216,0.9330,0.8181,0.6554,0.5573,0.5480,0.7230,0.8407,0.3680,0.4102,0.7697,0.6756,0.6600
Sequoia NP,Great Smoky Mountains NP,0.7769,0.7446,0.9164,0.7131,0.7505,0.7968,0.8187,0.7584,0.7626,0.6510,0.7845,0.7060,0.8312
Sequoia NP,Guadalupe Mountains NP,0.6708,0.7034,0.8236,0.4190,0.6944,0.6023,0.6687,0.5985,0.3267,0.3956,0.8008,0.5781,0.6630
Sequoia NP,Haleakala NP,0.4564,0.2819,0.7900,0.3540,0.4499,0.4860,0.5261,0.5060,0.3161,0.3415,0.3739,0.3245,0.6106
Sequoia NP,Hawaii Volcanoes NP,0.5657,0.2892,0.7899,0.3937,0.5439,0.6931,0.5901,0.2692,0.1927,0.3728,0.5187,0.4960,0.6481
Sequoia NP,Hot Springs NP,0.4472,0.2646,0.7919,0.3483,0.4155,0.5556,0.5588,0.4087,0.3279,0.4240,0.4403,0.4027,0.6197
Sequoia NP,Indiana Dunes NP,0.7151,0.4088,0.8084,0.3955,0.5340,0.5307,0.5629,0.4814,0.4590,0.3650,0.4008,0.5745,0.6411
Sequoia NP,Isle Royale NP,0.4961,0.8917,0.8595,0.8690,0.8552,0.7345,0.7514,0.5404,0.4135,0.4104,0.8207,0.8134,0.7510
Sequoia NP,Joshua Tree NP,0.7769,0.3703,0.7152,0.4134,0.5275,0.6456,0.8986,0.7441,0.5424,0.6211,0.7246,0.4628,0.6176
Sequoia NP,Katmai NP & PRES,0.5071,0.1131,0.7637,0.1963,0.1535,0.2086,0.3364,0.2661,0.2965,0.3014,0.1381,0.1381,0.5435
Sequoia NP,Kenai Fjords NP,0.7826,0.1541,0.7871,0.3208,0.3514,0.4022,0.4993,0.3680,0.3039,0.3265,0.3094,0.2109,0.5888
Sequoia NP,Kings Canyon NP,1.0000,0.7016,0.8917,0.7194,0.7803,0.7507,0.8464,0.8645,0.4947,0.5800,0.7826,0.7314,0.8064
Sequoia NP,Kobuk Valley NP,0.4719,0.2037,0.7890,0.3672,0.5616,0.3819,0.5170,0.3311,0.2872,0.3220,0.5046,0.2617,0.5918
Sequoia NP,Lake Clark NP & PRES,0.6156,0.0240,0.7587,0.1330,0.0931,0.1693,0.3253,0.1533,0.2848,0.2887,0.0759,0.0641,0.5295
Sequoia NP,Lassen Volcanic NP,0.7628,0.8467,0.8563,0.8102,0.8285,0.7455,0.8146,0.8790,0.5238,0.6124,0.8548,0.7724,0.7455
Sequoia NP,Mammoth Cave NP,0.4243,0.9407,0.8474,0.7080,0.7286,0.6580,0.8100,0.9212,0.4161,0.4796,0.8646,0.7572,0.7277
Sequoia NP,Mesa Verde NP,0.6325,0.8963,0.8615,0.8177,0.8037,0.6875,0.7825,0.9078,0.4533,0.6187,0.8659,0.8256,0.7554
Sequoia NP,Mount Rainier NP,0.6742,0.9412,0.9458,0.8853,0.8564,0.8679,0.8770,0.9177,0.7463,0.6384,0.6148,0.9133,0.9097
Sequoia NP,National Park of American Samoa,0.2739,0.2998,0.7844,0.3119,0.4616,0.3614,0.4923,0.3087,0.2833,0.3157,0.5333,0.1944,0.5836
Sequoia NP,North Cascades NP,0.6202,0.9513,0.9021,0.9628,0.8783,0.8169,0.8164,0.5398,0.4414,0.4497,0.8482,0.8949,0.8393
Sequoia NP,Olympic NP,0.7628,0.8603,0.9420,0.8733,0.8053,0.8294,0.8680,0.8709,0.8318,0.6808,0.8312,0.8197,0.9055
Sequoia NP,Petrified Forest NP,0.7267,0.3413,0.7894,0.3392,0.4449,0.4638,0.4881,0.3479,0.3078,0.3306,0.3495,0.3241,0.5928
Sequoia NP,Pinnacles NP,0.6708,0.9361,0.8344,0.7351,0.9179,0.7356,0.7096,0.6018,0.3305,0.3868,0.8663,0.7966,0.6989
Sequoia NP,Redwood NP,0.5809,0.9609,0.8867,0.9266,0.9106,0.8445,0.8046,0.6899,0.4034,0.4600,0.8722,0.8940,0.8047
Sequoia NP,Rocky Mountain NP,0.7906,0.8067,0.9505,0.8544,0.8459,0.8528,0.8710,0.8511,0.7243,0.6792,0.8637,0.8722,0.9109
Sequoia NP,Saguaro NP,0.5534,0.3752,0.8038,0.4457,0.5110,0.5668,0.5983,0.4489,0.3285,0.3698,0.5075,0.4506,0.6658
Sequoia NP,Sequoia NP,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Sequoia NP,Shenandoah NP,0.8083,0.8830,0.9567,0.8861,0.8283,0.7904,0.9062,0.8958,0.6646,0.6820,0.8623,0.8172,0.9168
Sequoia NP,Theodore Roosevelt NP,0.7050,0.9223,0.8472,0.8057,0.9047,0.6353,0.7132,0.7024,0.4002,0.5151,0.7931,0.8155,0.7235
Sequoia NP,Virgin Islands NP,0.5196,0.2272,0.5430,0.2317,0.5210,0.4269,0.5062,0.3326,0.2899,0.3208,0.4547,0.3521,0.5937
Sequoia NP,Voyageurs NP,0.6831,0.8989,0.8339,0.7584,0.8660,0.6251,0.5011,0.3202,0.4042,0.3754,0.7701,0.7435,0.6956
Sequoia NP,Wind Cave NP,0.8062,0.8018,0.8072,0.5326,0.6987,0.5772,0.5731,0.5542,0.3327,0.3864,0.6710,0.5631,0.6368
Sequoia NP,Wrangell-St. Elias NP & PRES,0.7151,0.0416,0.6024,0.0774,0.0598,0.1062,0.1661,0.0881,0.2511,0.1961,0.0532,0.0526,0.3394
Sequoia NP,Yellowstone NP,0.8208,0.9817,0.9500,0.9764,0.8649,0.9773,0.9209,0.8658,0.8507,0.7184,0.9531,0.9080,0.9547
Sequoia NP,Yosemite NP,0.7319,0.8185,0.8503,0.6986,0.7423,0.8326,0.8968,0.6922,0.8025,0.6843,0.8445,0.7904,0.7369
Sequoia NP,Zion NP,0.5963,0.5590,0.8386,0.4388,0.5324,0.6452,0.7619,0.7846,0.5884,0.6615,0.6711,0.4105,0.7291
Shenandoah NP,Acadia NP,0.5922,0.8832,0.9544,0.8813,0.8224,0.8808,0.7852,0.7317,0.8961,0.7925,0.7589,0.8710,0.9291
Shenandoah NP,Arches NP,0.6532,0.7158,0.8811,0.3690,0.5577,0.7078,0.7440,0.6580,0.8694,0.8176,0.8751,0.6370,0.7949
Shenandoah NP,Badlands NP,0.8199,0.6643,0.8546,0.4923,0.6897,0.7676,0.6333,0.5778,0.8652,0.7660,0.7197,0.7018,0.7360
Shenandoah NP,Big Bend NP,0.6228,0.3165,0.8583,0.4051,0.7251,0.9705,0.9566,0.9388,0.9317,0.9161,0.8950,0.6899,0.3644
Shenandoah NP,Biscayne NP,0.3904,0.2905,0.8403,0.3253,0.4686,0.7255,0.6364,0.5644,0.8497,0.7315,0.6024,0.5919,0.7059
Shenandoah NP,Black Canyon of the Gunnison NP,0.4472,0.6250,0.8543,0.5117,0.6861,0.7511,0.7417,0.7717,0.8835,0.7509,0.7082,0.6898,0.7351
Shenandoah NP,Bryce Canyon NP,0.5449,0.6180,0.8767,0.4563,0.5085,0.6237,0.6448,0.6106,0.8828,0.7711,0.7625,0.7650,0.7777
Shenandoah NP,Canyonlands NP,0.5217,0.8851,0.9484,0.7143,0.7921,0.8189,0.8841,0.8214,0.9290,0.9083,0.6635,0.8420,0.9253
Shenandoah NP,Capitol Reef NP,0.7912,0.9153,0.8945,0.5374,0.5369,0.6618,0.7956,0.9112,0.9081,0.8621,0.8967,0.8553,0.8222
Shenandoah NP,Carlsbad Caverns NP,0.6532,0.2936,0.8362,0.2572,0.4229,0.6949,0.6064,0.5139,0.8451,0.7180,0.5430,0.4795,0.6951
Shenandoah NP,Channel Islands NP,0.7100,0.7371,0.8675,0.5669,0.7161,0.8924,0.7587,0.6536,0.8667,0.7713,0.6851,0.7795,0.7602
Shenandoah NP,Congaree NP,0.7333,0.7517,0.8467,0.4281,0.6973,0.7798,0.6871,0.5917,0.8513,0.7351,0.7824,0.6566,0.7179
Shenandoah NP,Crater Lake NP,0.6461,0.8488,0.8936,0.7820,0.8568,0.8887,0.7794,0.7057,0.8907,0.8262,0.7053,0.8687,0.8194
Shenandoah NP,Cuyahoga Valley NP,0.3581,0.3068,0.8526,0.3852,0.3818,0.5403,0.5767,0.4772,0.8585,0.7647,0.4703,0.6656,0.7261
Shenandoah NP,Death Valley NP,0.8281,0.4026,0.6239,0.4683,0.8432,0.8489,0.8286,0.7575,0.9316,0.9261,0.8398,0.5156,0.5445
Shenandoah NP,Denali NP & PRES,0.6000,0.2093,0.7732,0.2490,0.2423,0.4869,0.4988,0.4932,0.8178,0.6289,0.1714,0.2309,0.5801
