NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Great Smoky Mountains NP,2011,4,"690,037","5,099,651","7,840",,"5,249","11,108"
Great Smoky Mountains NP,2011,5,"727,237","5,552,284","12,432",,"9,197","12,816"
Great Smoky Mountains NP,2011,6,"1,121,001","8,629,439","29,471",,"17,059","10,099"
Great Smoky Mountains NP,2011,7,"1,342,491","10,360,002","36,124",,"23,692","8,837"
Great Smoky Mountains NP,2011,8,"1,002,603","7,511,816","20,989",,"11,948","7,077"
Great Smoky Mountains NP,2011,9,"882,269","6,668,495","16,671",,"13,903","7,077"
Great Smoky Mountains NP,2011,10,"1,133,530","8,498,054","15,376",,"21,517","9,488"
Great Smoky Mountains NP,2011,11,"605,743","4,323,453","2,786",,"4,977","5,707"
Great Smoky Mountains NP,2011,12,"471,603","3,224,785",129,,127,"2,922"
Great Smoky Mountains NP,2012,1,"269,282","1,864,702",198,,213,"2,739"
Great Smoky Mountains NP,2012,2,"353,390","2,404,248",162,,109,"1,413"
Great Smoky Mountains NP,2012,3,"611,326","4,374,828","2,605",,"1,558","9,857"
Great Smoky Mountains NP,2012,4,"745,545","5,399,356","8,066",,"4,334","7,544"
Great Smoky Mountains NP,2012,5,"799,760","6,189,179","19,386",,"12,132","11,477"
Great Smoky Mountains NP,2012,6,"1,202,056","9,332,801","33,005",,"21,236","10,098"
Great Smoky Mountains NP,2012,7,"1,392,067","10,598,287","31,745",,"24,304","8,837"
Great Smoky Mountains NP,2012,8,"1,081,025","8,061,716","20,988",,"13,038","7,077"
Great Smoky Mountains NP,2012,9,"982,942","7,325,405","15,846",,"14,380","7,077"
Great Smoky Mountains NP,2012,10,"1,144,273","8,626,214","17,386",,"22,682","9,488"
Great Smoky Mountains NP,2012,11,"623,636","4,443,272","2,540",,"4,409","5,707"
Great Smoky Mountains NP,2012,12,"480,527","3,284,755",129,,127,"2,922"
Great Smoky Mountains NP,2013,1,"265,633","1,831,725",198,,209,"2,260"
Great Smoky Mountains NP,2013,2,"252,437","1,725,780",158,,109,"1,413"
Great Smoky Mountains NP,2013,3,"465,594","3,376,922","2,958",,"1,210","7,544"
Great Smoky Mountains NP,2013,4,"636,677","4,661,390","7,126",,"5,132","7,544"
Great Smoky Mountains NP,2013,5,"885,960","6,669,522","14,324",,"12,276","11,000"
Great Smoky Mountains NP,2013,6,"1,321,821","10,029,344","27,192",,"21,808","10,057"
Great Smoky Mountains NP,2013,7,"1,399,567","10,538,164","29,581",,"22,019","7,316"
Great Smoky Mountains NP,2013,8,"1,040,021","7,823,203","22,664",,"13,932","7,188"
Great Smoky Mountains NP,2013,9,"1,060,237","7,809,425","15,261",,"13,790","5,560"
Great Smoky Mountains NP,2013,10,"847,616","6,090,115","7,221",,"10,009","3,713"
Great Smoky Mountains NP,2013,11,"688,430","4,794,702","1,447",,"3,260","3,890"
Great Smoky Mountains NP,2013,12,"490,702","3,353,132",129,,127,"2,922"
Great Smoky Mountains NP,2014,1,"275,353","1,882,622",182,,114,"1,547"
Great Smoky Mountains NP,2014,2,"296,451","2,021,218",228,,117,"1,316"
Great Smoky Mountains NP,2014,3,"509,454","3,676,128","2,676",,"1,470","9,536"
Great Smoky Mountains NP,2014,4,"724,987","5,380,862","7,394",,"6,564","12,649"
Great Smoky Mountains NP,2014,5,"900,900","6,756,162","11,830",,"11,362","13,113"
Great Smoky Mountains NP,2014,6,"1,305,063","9,863,771","29,312",,"17,056","10,877"
Great Smoky Mountains NP,2014,7,"1,445,328","11,128,488","39,592",,"23,876","7,975"
Great Smoky Mountains NP,2014,8,"1,213,262","9,036,682","23,599",,"14,150","7,989"
Great Smoky Mountains NP,2014,9,"978,105","7,223,394","14,628",,"13,986","5,299"
Great Smoky Mountains NP,2014,10,"1,303,450","9,714,088","19,624",,"21,014","10,289"
Great Smoky Mountains NP,2014,11,"636,596","4,443,142","1,466",,"3,132","3,814"
Great Smoky Mountains NP,2014,12,"510,327","3,480,148",619,,532,"1,749"
Great Smoky Mountains NP,2015,1,"373,315","2,553,230",377,,218,"1,951"
Great Smoky Mountains NP,2015,2,"244,214","1,666,582",201,,116,"1,138"
Great Smoky Mountains NP,2015,3,"598,835","4,321,740","3,415",,"1,531","11,298"
Great Smoky Mountains NP,2015,4,"794,886","5,846,475","6,674",,"5,596","14,292"
Great Smoky Mountains NP,2015,5,"1,017,955","7,859,204","21,120",,"16,044","14,830"
Great Smoky Mountains NP,2015,6,"1,307,646","9,898,739","25,471",,"19,630","11,486"
Great Smoky Mountains NP,2015,7,"1,441,603","11,000,661","39,369",,"19,758","8,751"
Great Smoky Mountains NP,2015,8,"1,208,882","9,003,034","26,622",,"11,170","7,141"
Great Smoky Mountains NP,2015,9,"1,096,723","8,246,666","21,240",,"17,034","7,457"
Great Smoky Mountains NP,2015,10,"1,353,454","10,222,921","26,340",,"22,530","11,506"
Great Smoky Mountains NP,2015,11,"707,576","4,950,035","1,796",,"3,323","5,002"
Great Smoky Mountains NP,2015,12,"567,585","3,873,022",359,,227,"2,777"
Great Smoky Mountains NP,2016,1,"379,730","2,604,618",472,,218,"2,329"
Great Smoky Mountains NP,2016,2,"353,532","2,412,488",318,,163,"1,619"
Great Smoky Mountains NP,2016,3,"778,211","5,642,875","4,768",,"1,921","14,518"
Great Smoky Mountains NP,2016,4,"859,420","6,310,712","7,722",,"6,057","14,507"
Great Smoky Mountains NP,2016,5,"1,018,224","7,797,775","21,678",,"13,482","15,586"
Great Smoky Mountains NP,2016,6,"1,364,138","10,524,655","39,072",,"18,380","13,089"
Great Smoky Mountains NP,2016,7,"1,464,456","11,237,495","42,480",,"19,843","10,915"
Great Smoky Mountains NP,2016,8,"1,183,778","8,744,823","23,122",,"10,192","7,346"
Great Smoky Mountains NP,2016,9,"1,165,098","8,684,814","20,480",,"16,052","8,369"
Great Smoky Mountains NP,2016,10,"1,466,584","11,074,492","27,452",,"23,476","14,094"
Great Smoky Mountains NP,2016,11,"810,894","5,641,882","2,874",,"1,838","5,269"
Great Smoky Mountains NP,2016,12,"468,721","3,183,090",136,,58,"1,708"
Great Smoky Mountains NP,2017,1,"382,161","2,614,705",466,,364,"1,832"
Great Smoky Mountains NP,2017,2,"457,921","3,133,682",804,,499,"1,923"
Great Smoky Mountains NP,2017,3,"690,615","4,992,490","5,052",,"2,150","12,414"
Great Smoky Mountains NP,2017,4,"867,375","6,395,760","7,625",,"5,706","16,723"
Great Smoky Mountains NP,2017,5,"907,646","6,944,379","18,698",,"11,056","14,675"
Great Smoky Mountains NP,2017,6,"1,304,711","9,864,377","27,956",,"16,680","11,840"
Great Smoky Mountains NP,2017,7,"1,492,508","11,251,058","32,332",,"20,762","9,371"
Great Smoky Mountains NP,2017,8,"1,235,188","9,201,284","25,972",,"11,492","9,605"
Great Smoky Mountains NP,2017,9,"1,282,168","9,345,614","16,581",,"14,608","7,269"
Great Smoky Mountains NP,2017,10,"1,336,369","10,034,760","21,680",,"22,814","11,170"
Great Smoky Mountains NP,2017,11,"817,238","5,721,245","2,890",,"3,802","5,388"
Great Smoky Mountains NP,2017,12,"564,993","3,844,250",408,,164,"2,142"
Great Smoky Mountains NP,2018,1,"320,864","2,194,548",520,,236,"1,435"
Great Smoky Mountains NP,2018,2,"399,156","2,731,348",463,,358,"1,980"
Great Smoky Mountains NP,2018,3,"689,235","4,956,620","3,283",,"2,494","12,305"
Great Smoky Mountains NP,2018,4,"820,657","6,034,392","6,481",,"5,651","15,035"
Great Smoky Mountains NP,2018,5,"985,145","7,389,169","15,292",,"11,205","14,475"
Great Smoky Mountains NP,2018,6,"1,401,741","10,727,871","35,004",,"21,580","12,017"
Great Smoky Mountains NP,2018,7,"1,468,273","11,083,666","30,714",,"23,128","8,945"
Great Smoky Mountains NP,2018,8,"1,195,360","8,808,343","20,026",,"13,666","6,588"
Great Smoky Mountains NP,2018,9,"1,369,637","9,839,202","15,700",,"10,728","6,725"
Great Smoky Mountains NP,2018,10,"1,263,665","9,518,065","22,038",,"21,574","10,853"
Great Smoky Mountains NP,2018,11,"867,110","6,011,800","1,672",,"2,439","5,421"
Great Smoky Mountains NP,2018,12,"640,357","4,362,315",974,,590,"1,814"
Guadalupe Mountains NP,2008,1,"8,599","20,386",264,,213,217
Guadalupe Mountains NP,2008,2,"10,018","23,763",335,,449,131
Guadalupe Mountains NP,2008,3,"20,882","69,840","1,305",,878,588
Guadalupe Mountains NP,2008,4,"16,088","43,645","1,046",,592,100
Guadalupe Mountains NP,2008,5,"16,291","49,731","1,064",,504,291
Guadalupe Mountains NP,2008,6,"12,107","28,826",782,,153,167
Guadalupe Mountains NP,2008,7,"13,175","29,959",922,,207,75
Guadalupe Mountains NP,2008,8,"12,228","26,719",790,,210,118
Guadalupe Mountains NP,2008,9,"12,170","23,344",537,,205,75
Guadalupe Mountains NP,2008,10,"16,631","53,625","1,142",,500,320
Guadalupe Mountains NP,2008,11,"15,239","44,170",849,,418,285
Guadalupe Mountains NP,2008,12,"10,281","24,544",480,,287,212
Guadalupe Mountains NP,2009,1,"9,877","24,031",440,,312,161
Guadalupe Mountains NP,2009,2,"10,818","23,395",341,,496,103
Guadalupe Mountains NP,2009,3,"21,820","70,934","1,414",,915,550
Guadalupe Mountains NP,2009,4,"17,806","46,996","1,015",,742,137
Guadalupe Mountains NP,2009,5,"17,903","44,780","1,053",,452,236
Guadalupe Mountains NP,2009,6,"15,063","38,606","1,196",,238,81
Guadalupe Mountains NP,2009,7,"16,940","33,958","1,004",,172,139
Guadalupe Mountains NP,2009,8,"13,561","22,635",373,,71,119
Guadalupe Mountains NP,2009,9,"13,660","30,699",791,,251,109
Guadalupe Mountains NP,2009,10,"21,701","64,683","1,195",,635,328
Guadalupe Mountains NP,2009,11,"25,371","50,011",942,,522,364
Guadalupe Mountains NP,2009,12,"14,362","15,645",288,,141,78
Guadalupe Mountains NP,2010,1,"10,218","17,410",274,,176,118
Guadalupe Mountains NP,2010,2,"9,075","16,915",224,,314,56
Guadalupe Mountains NP,2010,3,"21,137","68,219","1,303",,821,553
Guadalupe Mountains NP,2010,4,"19,471","49,365",944,,731,159
Guadalupe Mountains NP,2010,5,"18,513","50,913","1,015",,480,364
Guadalupe Mountains NP,2010,6,"16,939","33,937",754,,195,122
Guadalupe Mountains NP,2010,7,"17,741","32,709",814,,223,103
Guadalupe Mountains NP,2010,8,"16,354","36,224",597,,164,85
Guadalupe Mountains NP,2010,9,"14,761","30,464",568,,253,149
Guadalupe Mountains NP,2010,10,"21,011","55,778",988,,499,346
Guadalupe Mountains NP,2010,11,"16,423","50,779",858,,585,286
Guadalupe Mountains NP,2010,12,"10,567","22,767",466,,238,153
Guadalupe Mountains NP,2011,1,"8,375","16,485",267,,195,84
Guadalupe Mountains NP,2011,2,"12,062","20,129",174,,305,85
Guadalupe Mountains NP,2011,3,"19,782","64,481","1,008",,628,753
Guadalupe Mountains NP,2011,4,"15,344","39,577",784,,559,276
Guadalupe Mountains NP,2011,5,"9,715","32,684",779,,311,300
Guadalupe Mountains NP,2011,6,"12,729","26,843",682,,127,168
Guadalupe Mountains NP,2011,7,"13,290","19,514",405,,114,0
Guadalupe Mountains NP,2011,8,"10,434","17,384",366,,97,1
Guadalupe Mountains NP,2011,9,"11,106","20,868",458,,126,88
Guadalupe Mountains NP,2011,10,"17,482","46,413",860,,548,158
Guadalupe Mountains NP,2011,11,"13,697","43,037",802,,443,265
Guadalupe Mountains NP,2011,12,"8,530","15,527",308,,122,57
Guadalupe Mountains NP,2012,1,"7,733","14,696",245,,155,91
Guadalupe Mountains NP,2012,2,"9,530","19,432",321,,348,0
Guadalupe Mountains NP,2012,3,"18,636","63,941","1,178",,809,618
Guadalupe Mountains NP,2012,4,"15,910","45,042",866,,615,0
Guadalupe Mountains NP,2012,5,"15,702","37,799",961,,380,155
Guadalupe Mountains NP,2012,6,"10,885","27,573",801,,199,119
Guadalupe Mountains NP,2012,7,"12,281","29,606",906,,194,96
Guadalupe Mountains NP,2012,8,"10,371","21,353",632,,133,75
Guadalupe Mountains NP,2012,9,"13,021","30,681",678,,213,141
Guadalupe Mountains NP,2012,10,"21,168","52,433","1,049",,450,120
Guadalupe Mountains NP,2012,11,"16,240","49,909",912,,505,236
Guadalupe Mountains NP,2012,12,"7,883","17,511",493,,149,91
Guadalupe Mountains NP,2013,1,"7,242","15,037",192,,224,55
Guadalupe Mountains NP,2013,2,"8,189","19,848",232,,278,66
Guadalupe Mountains NP,2013,3,"18,891","71,594","1,328",,814,541
Guadalupe Mountains NP,2013,4,"14,722","45,828",949,,607,203
Guadalupe Mountains NP,2013,5,"15,059","46,994",945,,484,243
Guadalupe Mountains NP,2013,6,"13,100","42,833","1,060",,198,205
Guadalupe Mountains NP,2013,7,"12,577","31,944",961,,157,47
Guadalupe Mountains NP,2013,8,"12,537","32,862",951,,132,159
Guadalupe Mountains NP,2013,9,"9,837","27,298",582,,220,61
Guadalupe Mountains NP,2013,10,"6,220","18,323",362,,162,54
Guadalupe Mountains NP,2013,11,"15,253","77,009",437,,239,"1,878"
Guadalupe Mountains NP,2013,12,"12,043","14,462",201,,74,109
Guadalupe Mountains NP,2014,1,"6,265","33,403",377,,262,103
Guadalupe Mountains NP,2014,2,"8,695","20,537",393,,440,80
Guadalupe Mountains NP,2014,3,"18,340","62,385","1,339",,806,493
Guadalupe Mountains NP,2014,4,"24,361","72,954","1,155",,902,242
Guadalupe Mountains NP,2014,5,"15,499","45,357","1,124",,473,297
Guadalupe Mountains NP,2014,6,"12,689","43,830",436,,85,938
Guadalupe Mountains NP,2014,7,"14,272","30,930",177,,720,104
Guadalupe Mountains NP,2014,8,"13,014","24,262",528,,117,103
Guadalupe Mountains NP,2014,9,"9,171","13,742",67,,137,46
Guadalupe Mountains NP,2014,10,"19,361","57,052",918,,534,284
Guadalupe Mountains NP,2014,11,"13,737","47,561",811,,378,381
Guadalupe Mountains NP,2014,12,"11,464","22,647",394,,219,117
Guadalupe Mountains NP,2015,1,"6,763","16,260",389,,219,110
Guadalupe Mountains NP,2015,2,"10,781","17,832",278,,305,62
Guadalupe Mountains NP,2015,3,"21,869","62,897","1,190",,885,436
Guadalupe Mountains NP,2015,4,"22,299","51,160","1,042",,808,189
Guadalupe Mountains NP,2015,5,"14,259","44,201","1,169",,506,279
Guadalupe Mountains NP,2015,6,"11,907","29,316",809,,252,140
Guadalupe Mountains NP,2015,7,"18,007","49,298",991,,172,157
Guadalupe Mountains NP,2015,8,"13,052","22,897",570,,111,125
Guadalupe Mountains NP,2015,9,"9,443","25,948",618,,193,121
Guadalupe Mountains NP,2015,10,"17,086","53,317","1,024",,660,377
Guadalupe Mountains NP,2015,11,"14,409","48,313",738,,549,404
Guadalupe Mountains NP,2015,12,"9,660","17,131",357,,156,107
Guadalupe Mountains NP,2016,1,"8,499","23,410",474,,249,143
Guadalupe Mountains NP,2016,2,"10,791","27,829",555,,667,117
Guadalupe Mountains NP,2016,3,"23,426","74,573","1,551",,"1,004",696
Guadalupe Mountains NP,2016,4,"15,690","53,067","1,089",,886,340
Guadalupe Mountains NP,2016,5,"16,276","27,807",668,,344,73
Guadalupe Mountains NP,2016,6,"13,126","27,337",914,,247,65
Guadalupe Mountains NP,2016,7,"13,619","30,782","1,006",,152,128
Guadalupe Mountains NP,2016,8,"11,237","23,694",695,,184,94
Guadalupe Mountains NP,2016,9,"15,125","38,914",818,,469,238
Guadalupe Mountains NP,2016,10,"18,984","60,058","1,176",,790,364
Guadalupe Mountains NP,2016,11,"21,663","67,670","1,033",,814,454
Guadalupe Mountains NP,2016,12,"13,403","33,813",675,,448,242
Guadalupe Mountains NP,2017,1,"12,105","35,532",801,,510,134
Guadalupe Mountains NP,2017,2,"21,610","32,034",663,,653,143
Guadalupe Mountains NP,2017,3,"51,285","101,773","1,594",,"1,236",890
Guadalupe Mountains NP,2017,4,"18,856","61,009","1,254",,"1,038",369
Guadalupe Mountains NP,2017,5,"18,076","52,526","1,159",,686,341
Guadalupe Mountains NP,2017,6,"14,733","44,305","1,209",,374,231
Guadalupe Mountains NP,2017,7,"12,234","38,991","1,095",,346,194
Guadalupe Mountains NP,2017,8,"14,183","24,732",789,,149,148
Guadalupe Mountains NP,2017,9,"10,114","25,471",823,,327,244
Guadalupe Mountains NP,2017,10,"17,643","42,577","1,049",,662,245
Guadalupe Mountains NP,2017,11,"20,336","61,424",941,,738,634
Guadalupe Mountains NP,2017,12,"14,082","37,750",723,,464,323
Guadalupe Mountains NP,2018,1,"8,327","25,388",597,,422,158
Guadalupe Mountains NP,2018,2,"13,443","39,427",560,,785,154
Guadalupe Mountains NP,2018,3,"12,275","73,669","1,400",,"1,098",763
Guadalupe Mountains NP,2018,4,"19,718","49,526","1,035",,942,303
Guadalupe Mountains NP,2018,5,"16,579","38,622","1,121",,577,355
Guadalupe Mountains NP,2018,6,"16,341","41,590",971,,270,208
Guadalupe Mountains NP,2018,7,"11,514","26,334",867,,214,163
Guadalupe Mountains NP,2018,8,"13,945","36,148",809,,189,169
Guadalupe Mountains NP,2018,9,"12,322","28,462",817,,408,246
Guadalupe Mountains NP,2018,10,"19,438","65,827","1,198",,690,334
Guadalupe Mountains NP,2018,11,"21,512","64,717","1,028",,629,509
Guadalupe Mountains NP,2018,12,"6,933","17,644",290,,213,147
Haleakala NP,2008,1,"104,019","258,068","1,260",,0,82
Haleakala NP,2008,2,"83,102","214,554","1,215",,0,55
Haleakala NP,2008,3,"107,714","272,403","1,197",,0,172
Haleakala NP,2008,4,"97,604","244,694","1,200",,0,76
Haleakala NP,2008,5,"106,353","265,808","1,330",,0,100
Haleakala NP,2008,6,"107,207","269,918","1,232",,0,208
Haleakala NP,2008,7,"105,028","268,766","1,432",,0,164
Haleakala NP,2008,8,"115,471","296,138","1,742",,0,199
Haleakala NP,2008,9,"91,232","232,476","1,087",,0,74
Haleakala NP,2008,10,"94,421","235,976","1,013",,0,146
Haleakala NP,2008,11,"88,487","224,826","1,001",,0,112
Haleakala NP,2008,12,"84,430","202,218",619,,0,92
Haleakala NP,2009,1,"89,951","226,240","1,050",,0,80
Haleakala NP,2009,2,"87,466","223,310","1,163",,0,98
Haleakala NP,2009,3,"93,639","244,666","1,389",,0,89
Haleakala NP,2009,4,"88,113","228,447","1,109",,0,124
Haleakala NP,2009,5,"88,255","224,108","1,196",,0,183
Haleakala NP,2009,6,"94,221","245,538","1,212",,0,166
Haleakala NP,2009,7,"99,033","236,747",342,,0,254
Haleakala NP,2009,8,"101,092","241,972",448,,0,175
Haleakala NP,2009,9,"91,915","212,740",440,,0,103
Haleakala NP,2009,10,"96,944","251,056","1,244",,0,87
Haleakala NP,2009,11,"87,149","215,568",753,,0,116
Haleakala NP,2009,12,"91,326","228,033",795,,0,196
Haleakala NP,2010,1,"92,840","239,496","1,290",,0,65
Haleakala NP,2010,2,"92,510","228,600",866,,0,100
Haleakala NP,2010,3,"94,951","241,742","1,138",,0,100
Haleakala NP,2010,4,"89,196","220,398","1,048",,0,56
Haleakala NP,2010,5,"94,632","263,558","1,858",,0,134
Haleakala NP,2010,6,"94,423","250,390","1,758",,0,72
Haleakala NP,2010,7,"105,196","287,776","1,935",,0,169
Haleakala NP,2010,8,"105,189","279,306","1,741",,0,102
Haleakala NP,2010,9,"98,133","256,923","1,388",,0,115
Haleakala NP,2010,10,"85,258","228,142","1,067",,0,122
Haleakala NP,2010,11,"77,317","205,847","1,092",,0,94
Haleakala NP,2010,12,"75,961","201,805",931,,0,131
Haleakala NP,2011,1,"74,656","200,194","1,309",,0,83
Haleakala NP,2011,2,"74,289","202,830","1,283",,0,156
Haleakala NP,2011,3,"84,660","228,799","1,276",,0,143
Haleakala NP,2011,4,"70,373","194,252","1,517",,0,98
Haleakala NP,2011,5,"78,907","214,972","1,430",,0,188
Haleakala NP,2011,6,"77,327","205,558","1,299",,0,102
Haleakala NP,2011,7,"83,291","239,879","2,012",,0,154
Haleakala NP,2011,8,"81,116","219,591","1,616",,0,194
Haleakala NP,2011,9,"83,297","229,752","1,476",,0,103
Haleakala NP,2011,10,"84,262","224,709","1,083",,0,76
Haleakala NP,2011,11,"80,617","211,474",906,,0,128
Haleakala NP,2011,12,"84,194","217,753",701,,0,137
Haleakala NP,2012,1,"85,649","240,139","1,634",,0,111
Haleakala NP,2012,2,"84,336","212,266",502,,0,148
Haleakala NP,2012,3,"89,234","240,041","1,248",,0,140
Haleakala NP,2012,4,"82,197","221,592","1,307",,0,111
Haleakala NP,2012,5,"91,890","250,606","1,369",,0,150
Haleakala NP,2012,6,"89,232","244,401","1,275",,0,136
Haleakala NP,2012,7,"102,272","281,895","1,715",,0,112
Haleakala NP,2012,8,"102,717","279,419","1,618",,0,167
Haleakala NP,2012,9,"90,383","241,499","1,268",,0,99
Haleakala NP,2012,10,"97,641","253,877","1,115",,0,87
Haleakala NP,2012,11,"87,405","229,556","1,140",,0,92
Haleakala NP,2012,12,"91,712","251,065","1,354",,0,234
Haleakala NP,2013,1,"87,198","241,052","1,495",,0,97
Haleakala NP,2013,2,"82,908","229,828","1,382",,0,104
Haleakala NP,2013,3,"99,538","279,193","1,751",,0,164
Haleakala NP,2013,4,"65,910","190,148","1,414",,0,0
Haleakala NP,2013,5,"89,138","232,083",653,,0,263
Haleakala NP,2013,6,"95,196","241,859",835,,0,0
Haleakala NP,2013,7,"77,348","193,303",360,,0,0
Haleakala NP,2013,8,"24,994","71,474",54,,0,0
Haleakala NP,2013,9,"44,510","89,739",30,,0,0
Haleakala NP,2013,10,"19,875","40,013",11,,0,0
Haleakala NP,2013,11,"44,507","89,590",24,,0,0
Haleakala NP,2013,12,"54,178","120,548",36,,0,0
Haleakala NP,2014,1,"90,299","217,545",559,,0,78
Haleakala NP,2014,2,"84,262","209,692",667,,0,119
Haleakala NP,2014,3,"93,803","232,422",719,,0,85
Haleakala NP,2014,4,"93,199","226,545",611,,0,65
Haleakala NP,2014,5,"90,016","227,500",832,,0,113
Haleakala NP,2014,6,"103,977","253,837",748,,0,82
Haleakala NP,2014,7,"105,419","260,749",884,,0,105
Haleakala NP,2014,8,"98,458","240,555",699,,0,169
Haleakala NP,2014,9,"92,327","224,267",598,,0,119
Haleakala NP,2014,10,"97,832","230,578",421,,0,141
Haleakala NP,2014,11,"90,380","220,407",621,,0,157
Haleakala NP,2014,12,"102,068","246,111",548,,0,142
Haleakala NP,2015,1,"94,741","235,675",859,,0,188
Haleakala NP,2015,2,"87,335","212,083",686,,0,159
Haleakala NP,2015,3,"100,985","251,257",786,,0,258
Haleakala NP,2015,4,"98,444","235,701",616,,0,149
Haleakala NP,2015,5,"106,655","261,302",771,,0,187
Haleakala NP,2015,6,"107,933","262,282",783,,0,128
Haleakala NP,2015,7,"114,193","286,897","1,059",,0,343
Haleakala NP,2015,8,"105,682","248,490",484,,0,188
Haleakala NP,2015,9,"102,845","243,512",447,,0,133
Haleakala NP,2015,10,"99,116","233,568",323,,0,160
Haleakala NP,2015,11,"94,726","219,810",414,,0,122
Haleakala NP,2015,12,"104,117","248,907",668,,0,190
Haleakala NP,2016,1,"107,269","266,840","1,100",,0,227
Haleakala NP,2016,2,"101,804","248,399",918,,0,174
Haleakala NP,2016,3,"108,907","268,786","1,004",,0,248
Haleakala NP,2016,4,"99,227","238,663",933,,0,170
Haleakala NP,2016,5,"111,482","270,860",882,,0,245
Haleakala NP,2016,6,"108,549","258,685",692,,0,160
Haleakala NP,2016,7,"107,644","255,525",707,,0,253
Haleakala NP,2016,8,"116,376","264,107",553,,0,187
Haleakala NP,2016,9,"100,997","231,527",345,,0,151
Haleakala NP,2016,10,"109,571","255,645",453,,0,191
Haleakala NP,2016,11,"98,511","228,730",423,,0,190
Haleakala NP,2016,12,"93,221","215,898",322,,0,196
Haleakala NP,2017,1,"105,951","255,314",775,,0,222
Haleakala NP,2017,2,"86,467","209,179",712,,0,184
Haleakala NP,2017,3,"101,252","251,553",740,,0,215
Haleakala NP,2017,4,"91,200","229,592",565,,0,621
Haleakala NP,2017,5,"105,664","253,586",547,,0,207
Haleakala NP,2017,6,"101,215","245,102",711,,0,242
Haleakala NP,2017,7,"106,569","260,302",768,,0,242
Haleakala NP,2017,8,"104,603","243,706",558,,0,157
Haleakala NP,2017,9,"95,214","226,309",624,,0,162
Haleakala NP,2017,10,"53,030","151,205",415,,0,212
Haleakala NP,2017,11,"52,971","141,475",439,,0,209
Haleakala NP,2017,12,"108,254","250,587",337,,0,204
Haleakala NP,2018,1,"97,098","228,121",714,,0,235
Haleakala NP,2018,2,"89,499","215,689",754,,0,175
Haleakala NP,2018,3,"89,853","217,510",721,,0,142
Haleakala NP,2018,4,"93,034","231,715",548,,0,599
Haleakala NP,2018,5,"104,022","249,117",542,,0,201
Haleakala NP,2018,6,"102,600","247,588",717,,0,253
Haleakala NP,2018,7,"123,871","305,101","1,103",,0,277
Haleakala NP,2018,8,"83,129","195,522",552,,0,218
Haleakala NP,2018,9,"69,877","162,169",450,,0,226
Haleakala NP,2018,10,"52,879","150,495",420,,0,200
Haleakala NP,2018,11,"52,581","138,444",430,,0,200
Haleakala NP,2018,12,"85,641","193,156",250,,0,150
Hawaii Volcanoes NP,2008,1,"125,819","862,044","1,018",,25,498
Hawaii Volcanoes NP,2008,2,"112,535","749,009",33,,0,420
Hawaii Volcanoes NP,2008,3,"112,830","811,973",870,,25,518
Hawaii Volcanoes NP,2008,4,"74,183","546,721",523,,34,187
Hawaii Volcanoes NP,2008,5,"102,657","703,444",713,,63,229
Hawaii Volcanoes NP,2008,6,"109,068","766,640",970,,25,344
Hawaii Volcanoes NP,2008,7,"125,588","901,048","1,173",,47,543
Hawaii Volcanoes NP,2008,8,"119,564","815,842",933,,6,409
Hawaii Volcanoes NP,2008,9,"85,911","557,615",540,,31,458
Hawaii Volcanoes NP,2008,10,"103,255","666,501",568,,22,374
Hawaii Volcanoes NP,2008,11,"98,361","627,743",543,,69,412
Hawaii Volcanoes NP,2008,12,"100,767","649,877",570,,50,337
Hawaii Volcanoes NP,2009,1,"104,071","687,513",538,,31,408
Hawaii Volcanoes NP,2009,2,"106,169","703,749",578,,25,470
Hawaii Volcanoes NP,2009,3,"106,949","753,232",975,,31,316
Hawaii Volcanoes NP,2009,4,"98,328","685,951",660,,28,390
Hawaii Volcanoes NP,2009,5,"93,725","673,807",920,,19,353
Hawaii Volcanoes NP,2009,6,"113,992","783,560","1,025",,38,589
Hawaii Volcanoes NP,2009,7,"120,705","832,702","1,128",,16,730
Hawaii Volcanoes NP,2009,8,"111,729","752,966","1,010",,69,416
Hawaii Volcanoes NP,2009,9,"89,659","588,982",650,,44,424
Hawaii Volcanoes NP,2009,10,"84,031","599,982",985,,78,417
Hawaii Volcanoes NP,2009,11,"95,842","625,741",860,,63,446
Hawaii Volcanoes NP,2009,12,"107,905","718,134",765,,50,277
Hawaii Volcanoes NP,2010,1,"111,328","697,765",840,,66,555
Hawaii Volcanoes NP,2010,2,"106,127","558,872",560,,84,367
Hawaii Volcanoes NP,2010,3,"106,614","707,872",710,,50,451
Hawaii Volcanoes NP,2010,4,"98,318","649,378",498,,75,366
Hawaii Volcanoes NP,2010,5,"105,848","668,798",715,,28,99
Hawaii Volcanoes NP,2010,6,"115,885","738,499",825,,34,497
Hawaii Volcanoes NP,2010,7,"129,048","863,748","1,195",,38,873
Hawaii Volcanoes NP,2010,8,"112,397","675,820",625,,56,178
Hawaii Volcanoes NP,2010,9,"97,509","568,644",400,,19,72
Hawaii Volcanoes NP,2010,10,"95,689","589,238",645,,34,168
