NPS Public Use Statistics Query Builder,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,
,,,,,,,,
Park,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,,RV Campers,Backcountry Campers
Hawaii Volcanoes NP,2010,11,"112,732","669,678",605,,56,337
Hawaii Volcanoes NP,2010,12,"113,172","699,427",513,,66,538
Hawaii Volcanoes NP,2011,1,"123,319","738,653",695,,72,429
Hawaii Volcanoes NP,2011,2,"117,755","730,947",668,,78,374
Hawaii Volcanoes NP,2011,3,"115,353","613,676",960,,66,240
Hawaii Volcanoes NP,2011,4,"87,252","577,634",558,,72,184
Hawaii Volcanoes NP,2011,5,"94,486","604,761",420,,31,371
Hawaii Volcanoes NP,2011,6,"120,834","769,894",813,,47,637
Hawaii Volcanoes NP,2011,7,"136,365","899,824","1,278",,81,491
Hawaii Volcanoes NP,2011,8,"129,456","808,431","1,048",,72,255
Hawaii Volcanoes NP,2011,9,"97,609","598,587",745,,22,360
Hawaii Volcanoes NP,2011,10,"99,271","631,589",643,,78,322
Hawaii Volcanoes NP,2011,11,"117,713","718,953",500,,75,192
Hawaii Volcanoes NP,2011,12,"112,710","711,619",483,,63,380
Hawaii Volcanoes NP,2012,1,"122,790","761,937",978,,119,498
Hawaii Volcanoes NP,2012,2,"117,846","737,148",368,,53,208
Hawaii Volcanoes NP,2012,3,"117,042","798,681",830,,84,408
Hawaii Volcanoes NP,2012,4,"103,413","657,587",592,,53,410
Hawaii Volcanoes NP,2012,5,"111,466","730,860",928,,88,279
Hawaii Volcanoes NP,2012,6,"115,099","740,511",890,,88,448
Hawaii Volcanoes NP,2012,7,"143,777","959,516","1,055",,106,672
Hawaii Volcanoes NP,2012,8,"141,101","725,872",492,,66,307
Hawaii Volcanoes NP,2012,9,"106,287","636,994",482,,34,302
Hawaii Volcanoes NP,2012,10,"127,814","761,962",475,,62,309
Hawaii Volcanoes NP,2012,11,"138,699","815,108",460,,62,377
Hawaii Volcanoes NP,2012,12,"138,594","847,525",750,,75,248
Hawaii Volcanoes NP,2013,1,"150,606","882,080",416,,96,455
Hawaii Volcanoes NP,2013,2,"147,131","874,808",191,,33,257
Hawaii Volcanoes NP,2013,3,"139,222","883,497",363,,44,441
Hawaii Volcanoes NP,2013,4,"124,963","771,313",273,,41,308
Hawaii Volcanoes NP,2013,5,"117,469","760,148",315,,36,434
Hawaii Volcanoes NP,2013,6,"137,853","864,973",304,,22,377
Hawaii Volcanoes NP,2013,7,"160,617","1,013,890",282,,50,495
Hawaii Volcanoes NP,2013,8,"137,614","846,459",451,,44,600
Hawaii Volcanoes NP,2013,9,"121,625","738,355",440,,44,316
Hawaii Volcanoes NP,2013,10,"69,872","393,718",81,,8,154
Hawaii Volcanoes NP,2013,11,"131,877","802,809",356,,30,508
Hawaii Volcanoes NP,2013,12,"144,360","888,142",273,,33,315
Hawaii Volcanoes NP,2014,1,"157,772","977,737",328,,58,505
Hawaii Volcanoes NP,2014,2,"157,000","966,086",218,,41,355
Hawaii Volcanoes NP,2014,3,"140,499","910,613",0,,0,442
Hawaii Volcanoes NP,2014,4,"127,184","791,708",0,,0,253
Hawaii Volcanoes NP,2014,5,"123,662","797,914",0,,0,436
Hawaii Volcanoes NP,2014,6,"146,570","937,841",0,,0,439
Hawaii Volcanoes NP,2014,7,"163,849","1,027,169",0,,0,417
Hawaii Volcanoes NP,2014,8,"151,578","926,636",0,,0,491
Hawaii Volcanoes NP,2014,9,"121,950","717,806",0,,0,226
Hawaii Volcanoes NP,2014,10,"121,337","757,482",0,,0,183
Hawaii Volcanoes NP,2014,11,"131,262","798,578",0,,0,440
Hawaii Volcanoes NP,2014,12,"150,342","913,568",0,,0,434
Hawaii Volcanoes NP,2015,1,"156,106","945,222",118,,0,392
Hawaii Volcanoes NP,2015,2,"151,778","933,370",122,,0,438
Hawaii Volcanoes NP,2015,3,"145,077","938,246",132,,0,437
Hawaii Volcanoes NP,2015,4,"140,357","890,522",121,,0,415
Hawaii Volcanoes NP,2015,5,"169,435","1,047,150",146,,0,335
Hawaii Volcanoes NP,2015,6,"170,792","1,077,002",191,,0,360
Hawaii Volcanoes NP,2015,7,"178,630","1,131,382",181,,0,440
Hawaii Volcanoes NP,2015,8,"164,216","978,830",162,,0,208
Hawaii Volcanoes NP,2015,9,"126,494","757,997",120,,0,395
Hawaii Volcanoes NP,2015,10,"133,769","884,404",124,,0,431
Hawaii Volcanoes NP,2015,11,"136,135","827,497",120,,0,573
Hawaii Volcanoes NP,2015,12,"159,871","967,910",124,,0,479
Hawaii Volcanoes NP,2016,1,"167,814","999,278",124,,0,430
Hawaii Volcanoes NP,2016,2,"164,194","999,641",112,,0,582
Hawaii Volcanoes NP,2016,3,"145,909","949,358",124,,0,468
Hawaii Volcanoes NP,2016,4,"129,986","813,378",120,,0,390
Hawaii Volcanoes NP,2016,5,"138,100","870,056",135,,0,436
Hawaii Volcanoes NP,2016,6,"165,905","1,048,403",178,,0,516
Hawaii Volcanoes NP,2016,7,"182,278","1,152,115",183,,0,514
Hawaii Volcanoes NP,2016,8,"180,413","1,089,300",134,,0,306
Hawaii Volcanoes NP,2016,9,"126,474","759,607",143,,0,297
Hawaii Volcanoes NP,2016,10,"146,883","913,798",151,,0,438
Hawaii Volcanoes NP,2016,11,"162,033","970,911",156,,0,371
Hawaii Volcanoes NP,2016,12,"177,591","1,080,571",137,,0,430
Hawaii Volcanoes NP,2017,1,"197,836","1,209,550",193,,0,422
Hawaii Volcanoes NP,2017,2,"169,822","1,052,838",150,,0,326
Hawaii Volcanoes NP,2017,3,"165,607","1,083,237",135,,2,277
Hawaii Volcanoes NP,2017,4,"151,049","952,006",112,,2,246
Hawaii Volcanoes NP,2017,5,"155,710","996,416",133,,5,431
Hawaii Volcanoes NP,2017,6,"180,135","1,147,248",119,,7,557
Hawaii Volcanoes NP,2017,7,"201,554","1,267,447",99,,5,512
Hawaii Volcanoes NP,2017,8,"183,307","1,117,960",121,,5,467
Hawaii Volcanoes NP,2017,9,"141,377","839,608",87,,4,340
Hawaii Volcanoes NP,2017,10,"147,225","903,364",84,,3,332
Hawaii Volcanoes NP,2017,11,"149,202","919,927",118,,5,414
Hawaii Volcanoes NP,2017,12,"173,878","1,053,974",185,,15,431
Hawaii Volcanoes NP,2018,1,"188,100","1,116,742",75,,0,558
Hawaii Volcanoes NP,2018,2,"180,291","1,089,837",20,,0,275
Hawaii Volcanoes NP,2018,3,"174,690","1,123,976",159,,6,389
Hawaii Volcanoes NP,2018,4,"163,037","1,017,758",93,,0,271
Hawaii Volcanoes NP,2018,5,"52,759","264,917",0,,0,55
Hawaii Volcanoes NP,2018,6,"4,458","22,290",0,,0,0
Hawaii Volcanoes NP,2018,7,"4,117","20,585",0,,0,0
Hawaii Volcanoes NP,2018,8,"3,974","19,870",0,,0,0
Hawaii Volcanoes NP,2018,9,"32,319","171,355",0,,0,0
Hawaii Volcanoes NP,2018,10,"86,589","477,558",19,,0,50
Hawaii Volcanoes NP,2018,11,"106,103","590,858",114,,0,254
Hawaii Volcanoes NP,2018,12,"120,454","734,674",12,,0,293
Hot Springs NP,2008,1,"54,949","166,748",31,,54,0
Hot Springs NP,2008,2,"55,289","182,525",54,,73,0
Hot Springs NP,2008,3,"101,016","229,619",308,,183,0
Hot Springs NP,2008,4,"100,055","238,709",397,,242,0
Hot Springs NP,2008,5,"117,306","253,285",547,,180,0
Hot Springs NP,2008,6,"142,443","270,685",570,,155,0
Hot Springs NP,2008,7,"154,249","301,772","1,006",,135,0
Hot Springs NP,2008,8,"125,120","266,171",601,,92,0
Hot Springs NP,2008,9,"115,874","212,104",262,,108,0
Hot Springs NP,2008,10,"114,971","245,733",681,,269,0
Hot Springs NP,2008,11,"93,478","210,107",255,,154,0
Hot Springs NP,2008,12,"63,397","179,560",59,,48,0
Hot Springs NP,2009,1,"55,192","194,114",53,,60,0
Hot Springs NP,2009,2,"58,258","166,848",27,,59,0
Hot Springs NP,2009,3,"92,697","213,572",379,,367,0
Hot Springs NP,2009,4,"95,316","218,165",298,,283,0
Hot Springs NP,2009,5,"122,783","257,923",596,,261,0
Hot Springs NP,2009,6,"137,184","287,800",697,,540,0
Hot Springs NP,2009,7,"150,437","316,415",808,,930,0
Hot Springs NP,2009,8,"145,757","281,309",608,,531,0
Hot Springs NP,2009,9,"132,538","248,302",397,,451,0
Hot Springs NP,2009,10,"125,633","261,019",342,,889,0
Hot Springs NP,2009,11,"106,864","232,217",323,,504,0
Hot Springs NP,2009,12,"62,048","178,899",69,,143,0
Hot Springs NP,2010,1,"57,714","173,849",55,,114,0
Hot Springs NP,2010,2,"45,426","256,201",43,,141,0
Hot Springs NP,2010,3,"121,062","209,323",283,,811,0
Hot Springs NP,2010,4,"80,605","246,041",422,,996,0
Hot Springs NP,2010,5,"137,294","282,200",470,,627,0
Hot Springs NP,2010,6,"165,950","317,200",704,,"1,043",0
Hot Springs NP,2010,7,"170,185","316,163",636,,"1,189",0
Hot Springs NP,2010,8,"115,694","242,200",312,,487,0
Hot Springs NP,2010,9,"145,083","281,448",335,,812,0
Hot Springs NP,2010,10,"120,130","274,699",469,,956,0
Hot Springs NP,2010,11,"92,167","229,988",313,,910,0
Hot Springs NP,2010,12,"60,497","204,980",44,,237,0
Hot Springs NP,2011,1,"64,291","265,370",32,,189,0
Hot Springs NP,2011,2,"56,491","176,702",91,,184,0
Hot Springs NP,2011,3,"99,721","262,998",623,,"1,012",0
Hot Springs NP,2011,4,"90,462","297,405",298,,834,0
Hot Springs NP,2011,5,"117,839","278,473",692,,830,0
Hot Springs NP,2011,6,"154,855","320,544",578,,"1,209",0
Hot Springs NP,2011,7,"166,479","312,485",735,,"1,099",0
Hot Springs NP,2011,8,"138,971","268,241",328,,745,0
Hot Springs NP,2011,9,"206,766","334,436",447,,768,0
Hot Springs NP,2011,10,"128,869","267,198",427,,"1,260",0
Hot Springs NP,2011,11,"97,348","244,431",259,,"1,009",0
Hot Springs NP,2011,12,"74,262","201,644",60,,234,0
Hot Springs NP,2012,1,"64,057","195,999",74,,186,0
Hot Springs NP,2012,2,"47,453","192,552",105,,303,0
Hot Springs NP,2012,3,"95,344","261,556",557,,"1,170",0
Hot Springs NP,2012,4,"90,554","272,189",398,,"1,000",0
Hot Springs NP,2012,5,"122,049","272,379",513,,"1,223",0
Hot Springs NP,2012,6,"169,756","330,783",528,,816,0
Hot Springs NP,2012,7,"156,730","278,403",221,,314,0
Hot Springs NP,2012,8,"137,986","240,153",122,,323,0
Hot Springs NP,2012,9,"128,628","244,466",156,,397,0
Hot Springs NP,2012,10,"137,476","259,244",169,,589,0
Hot Springs NP,2012,11,"90,544","209,795",133,,495,0
Hot Springs NP,2012,12,"61,928","218,999",74,,122,0
Hot Springs NP,2013,1,"49,392","213,471",82,,295,0
Hot Springs NP,2013,2,"74,023","189,601",79,,354,0
Hot Springs NP,2013,3,"124,409","264,728",384,,"1,240",0
Hot Springs NP,2013,4,"103,946","286,528",289,,"1,392",0
Hot Springs NP,2013,5,"111,102","267,159",524,,"1,231",0
Hot Springs NP,2013,6,"141,974","263,373",713,,"1,484",0
Hot Springs NP,2013,7,"159,783","353,632",611,,"1,275",0
Hot Springs NP,2013,8,"138,472","251,772",490,,777,0
Hot Springs NP,2013,9,"134,039","285,608",549,,"1,058",0
Hot Springs NP,2013,10,"129,070","238,346",112,,541,0
Hot Springs NP,2013,11,"97,763","228,631",225,,701,0
Hot Springs NP,2013,12,"61,746","174,317",215,,479,0
Hot Springs NP,2014,1,"57,054","188,754",156,,473,0
Hot Springs NP,2014,2,"73,745","203,737",69,,310,0
Hot Springs NP,2014,3,"120,382","247,196",214,,412,0
Hot Springs NP,2014,4,"109,969","283,145",272,,"1,987",0
Hot Springs NP,2014,5,"134,891","285,972",582,,"1,367",0
Hot Springs NP,2014,6,"118,329","268,186",938,,"1,601",0
Hot Springs NP,2014,7,"201,541","324,756",212,,"1,788",0
Hot Springs NP,2014,8,"192,324","325,152",186,,"2,016",0
Hot Springs NP,2014,9,"132,472","294,442",683,,"1,974",0
Hot Springs NP,2014,10,"123,734","271,941",249,,"1,973",0
Hot Springs NP,2014,11,"101,039","234,144",213,,"1,257",0
Hot Springs NP,2014,12,"59,004","172,465",127,,547,0
Hot Springs NP,2015,1,"74,443","206,190",125,,520,0
Hot Springs NP,2015,2,"89,315","204,635",86,,300,0
Hot Springs NP,2015,3,"119,827","264,028",444,,"1,053",0
Hot Springs NP,2015,4,"92,206","277,565",314,,"1,637",0
Hot Springs NP,2015,5,"130,482","303,525",556,,"2,423",0
Hot Springs NP,2015,6,"156,026","348,405",767,,"2,211",0
Hot Springs NP,2015,7,"166,898","350,274",823,,"2,953",0
Hot Springs NP,2015,8,"150,302","291,774",328,,"2,153",0
Hot Springs NP,2015,9,"139,843","300,704",583,,"1,974",0
Hot Springs NP,2015,10,"137,997","313,716",367,,"2,248",0
Hot Springs NP,2015,11,"98,468","231,970",236,,"1,243",0
Hot Springs NP,2015,12,"62,355","217,520",106,,698,0
Hot Springs NP,2016,1,"71,988","241,721",78,,862,0
Hot Springs NP,2016,2,"70,611","170,371",100,,350,0
Hot Springs NP,2016,3,"125,067","322,762",368,,"1,800",0
Hot Springs NP,2016,4,"103,658","263,961",230,,727,0
Hot Springs NP,2016,5,"137,061","314,495",673,,"1,615",0
Hot Springs NP,2016,6,"149,318","340,353",712,,"2,372",0
Hot Springs NP,2016,7,"190,199","362,732",586,,"2,673",0
Hot Springs NP,2016,8,"181,221","377,205",215,,"2,848",0
Hot Springs NP,2016,9,"147,133","308,087",533,,"2,016",0
Hot Springs NP,2016,10,"161,294","330,239",105,,"2,957",0
Hot Springs NP,2016,11,"118,453","257,554",78,,"1,257",0
Hot Springs NP,2016,12,"88,297","241,322",28,,838,0
Hot Springs NP,2017,1,"78,452","69,658",26,,"1,489",0
Hot Springs NP,2017,2,"85,069","76,538",17,,"1,621",0
Hot Springs NP,2017,3,"124,670","121,497",192,,"2,284",0
Hot Springs NP,2017,4,"107,420","125,833",107,,"2,972",0
Hot Springs NP,2017,5,"133,958","126,683",87,,"2,257",0
Hot Springs NP,2017,6,"157,374","137,243",29,,"2,374",0
Hot Springs NP,2017,7,"177,934","161,728",192,,"2,219",0
Hot Springs NP,2017,8,"215,752","186,121",64,,"1,983",0
Hot Springs NP,2017,9,"143,475","122,828",550,,"1,571",0
Hot Springs NP,2017,10,"126,573","110,224",89,,"1,679",0
Hot Springs NP,2017,11,"104,899","82,223",102,,"1,098",0
Hot Springs NP,2017,12,"106,040","80,984",12,,996,0
Hot Springs NP,2018,1,"73,050","65,161",29,,"1,384",0
Hot Springs NP,2018,2,"96,294","73,379",79,,"1,208",0
Hot Springs NP,2018,3,"132,156","126,448",126,,"2,387",0
Hot Springs NP,2018,4,"118,540","130,463",242,,"2,743",0
Hot Springs NP,2018,5,"129,998","124,071",128,,"2,281",0
Hot Springs NP,2018,6,"144,405","134,246",106,,"2,337",0
Hot Springs NP,2018,7,"177,712","160,023",133,,"2,249",0
Hot Springs NP,2018,8,"175,012","144,365",57,,"1,996",0
Hot Springs NP,2018,9,"138,285","118,685",79,,"1,999",0
Hot Springs NP,2018,10,"142,710","121,515",94,,"1,879",0
Hot Springs NP,2018,11,"103,819","88,459",62,,"1,537",0
Hot Springs NP,2018,12,"74,906","54,646",98,,712,0
Indiana Dunes NP,2008,1,"103,752","212,887",0,,0,0
Indiana Dunes NP,2008,2,"97,179","199,470",0,,0,0
Indiana Dunes NP,2008,3,"67,309","143,618",0,,0,0
Indiana Dunes NP,2008,4,"108,459","248,022",217,,124,0
Indiana Dunes NP,2008,5,"147,595","353,950","1,510",,614,0
Indiana Dunes NP,2008,6,"230,591","771,750","3,035",,905,0
Indiana Dunes NP,2008,7,"387,513","1,290,850","5,490",,967,0
Indiana Dunes NP,2008,8,"305,361","1,031,311","5,459",,942,0
Indiana Dunes NP,2008,9,"140,252","343,724","1,947",,663,0
Indiana Dunes NP,2008,10,"130,188","307,688",843,,288,0
Indiana Dunes NP,2008,11,"61,223","133,263",0,,0,0
Indiana Dunes NP,2008,12,"54,174","110,833",0,,0,0
Indiana Dunes NP,2009,1,"42,892","88,809",0,,0,0
Indiana Dunes NP,2009,2,"47,599","99,788",0,,0,0
Indiana Dunes NP,2009,3,"110,867","228,141",0,,0,0
Indiana Dunes NP,2009,4,"100,971","225,190",310,,174,0
Indiana Dunes NP,2009,5,"207,383","476,117","2,086",,561,0
Indiana Dunes NP,2009,6,"293,039","927,098","1,931",,319,0
Indiana Dunes NP,2009,7,"392,247","1,323,981","6,101",,"1,184",0
Indiana Dunes NP,2009,8,"344,229","1,144,367","5,050",,856,0
Indiana Dunes NP,2009,9,"178,591","419,008","2,542",,893,0
Indiana Dunes NP,2009,10,"101,558","238,393",670,,254,0
Indiana Dunes NP,2009,11,"80,610","161,221",0,,0,0
Indiana Dunes NP,2009,12,"44,582","92,638",0,,0,0
Indiana Dunes NP,2010,1,"55,054","113,203",0,,0,0
Indiana Dunes NP,2010,2,"62,911","125,822",0,,0,0
Indiana Dunes NP,2010,3,"82,251","173,610",0,,0,0
Indiana Dunes NP,2010,4,"121,602","260,574",468,,214,0
Indiana Dunes NP,2010,5,"254,665","553,747","1,872",,595,0
Indiana Dunes NP,2010,6,"305,983","980,334","2,799",,667,0
Indiana Dunes NP,2010,7,"454,424","1,486,591","6,030",,822,0
Indiana Dunes NP,2010,8,"370,482","1,205,692","4,455",,781,0
Indiana Dunes NP,2010,9,"182,416","424,202","2,300",,998,0
Indiana Dunes NP,2010,10,"143,659","313,209","1,141",,298,0
Indiana Dunes NP,2010,11,"66,410","132,820",0,,0,0
Indiana Dunes NP,2010,12,"50,488","100,977",0,,0,0
Indiana Dunes NP,2011,1,"53,183","106,366",0,,0,0
Indiana Dunes NP,2011,2,"49,952","99,905",0,,0,0
Indiana Dunes NP,2011,3,"70,320","140,640",0,,0,0
Indiana Dunes NP,2011,4,"86,951","179,314",189,,112,0
Indiana Dunes NP,2011,5,"172,397","379,334","1,432",,487,0
Indiana Dunes NP,2011,6,"269,168","878,259","3,075",,856,0
Indiana Dunes NP,2011,7,"421,285","1,367,755","4,889",,884,0
Indiana Dunes NP,2011,8,"287,267","962,854","4,511",,"1,104",0
Indiana Dunes NP,2011,9,"147,977","352,424","2,282",,856,0
Indiana Dunes NP,2011,10,"154,666","347,945","1,600",,546,0
Indiana Dunes NP,2011,11,"67,993","135,985",0,,0,0
Indiana Dunes NP,2011,12,"59,354","118,709",0,,0,0
Indiana Dunes NP,2012,1,"58,521","117,042",0,,0,0
Indiana Dunes NP,2012,2,"51,948","103,895",0,,0,0
Indiana Dunes NP,2012,3,"106,271","212,543",0,,0,0
Indiana Dunes NP,2012,4,"73,145","148,019",93,,3,0
Indiana Dunes NP,2012,5,"194,496","423,532","1,547",,372,0
Indiana Dunes NP,2012,6,"270,881","877,873","3,178",,446,0
Indiana Dunes NP,2012,7,"361,124","1,179,905","4,659",,704,0
Indiana Dunes NP,2012,8,"260,821","878,271","4,411",,911,0
Indiana Dunes NP,2012,9,"160,416","367,537","2,030",,564,0
Indiana Dunes NP,2012,10,"228,117","470,464",620,,170,0
Indiana Dunes NP,2012,11,"67,680","135,360",0,,0,0
Indiana Dunes NP,2012,12,"55,961","111,921",0,,0,0
Indiana Dunes NP,2013,1,"54,937","109,875",0,,0,0
Indiana Dunes NP,2013,2,"47,432","94,864",0,,0,0
Indiana Dunes NP,2013,3,"77,032","154,064",0,,0,0
Indiana Dunes NP,2013,4,"101,281","205,967",158,,31,0
Indiana Dunes NP,2013,5,"144,046","320,903","1,283",,539,0
Indiana Dunes NP,2013,6,"219,493","717,517","2,588",,691,0
Indiana Dunes NP,2013,7,"357,123","1,161,877","4,101",,927,0
Indiana Dunes NP,2013,8,"304,087","996,909","3,801",,902,0
Indiana Dunes NP,2013,9,"190,536","435,868","2,120",,924,0
Indiana Dunes NP,2013,10,"78,671","157,342",0,,0,0
Indiana Dunes NP,2013,11,"62,707","125,413",0,,0,0
Indiana Dunes NP,2013,12,"44,350","88,699",0,,0,0
Indiana Dunes NP,2014,1,"40,701","81,402",0,,0,0
Indiana Dunes NP,2014,2,"51,423","102,847",0,,0,0
Indiana Dunes NP,2014,3,"85,786","171,571",0,,0,0
Indiana Dunes NP,2014,4,"89,324","179,151",12,,16,0
Indiana Dunes NP,2014,5,"161,258","355,773","1,361",,487,0
Indiana Dunes NP,2014,6,"215,070","698,946","2,319",,666,0
Indiana Dunes NP,2014,7,"283,291","930,840","3,503",,995,0
Indiana Dunes NP,2014,8,"255,908","842,106","3,236",,896,0
Indiana Dunes NP,2014,9,"144,874","322,279","1,212",,595,0
Indiana Dunes NP,2014,10,"102,336","204,672",0,,0,0
Indiana Dunes NP,2014,11,"64,236","128,473",0,,0,0
Indiana Dunes NP,2014,12,"59,165","118,330",0,,0,0
Indiana Dunes NP,2015,1,"55,607","111,215",0,,0,0
Indiana Dunes NP,2015,2,"47,594","95,188",0,,0,0
Indiana Dunes NP,2015,3,"93,170","186,340",0,,0,0
Indiana Dunes NP,2015,4,"93,419","188,568",62,,34,0
Indiana Dunes NP,2015,5,"141,525","318,762","1,522",,462,0
Indiana Dunes NP,2015,6,"174,125","572,873","2,142",,663,0
Indiana Dunes NP,2015,7,"362,197","1,177,434","4,098",,949,0
Indiana Dunes NP,2015,8,"262,479","871,192","3,850",,803,0
Indiana Dunes NP,2015,9,"169,403","393,992","2,170",,896,0
Indiana Dunes NP,2015,10,"101,082","223,480",902,,282,0
Indiana Dunes NP,2015,11,"75,316","150,633",0,,0,0
Indiana Dunes NP,2015,12,"64,278","128,557",0,,0,0
Indiana Dunes NP,2016,1,"56,588","113,175",0,,0,0
Indiana Dunes NP,2016,2,"73,072","146,144",0,,0,0
Indiana Dunes NP,2016,3,"90,653","181,306",0,,0,0
Indiana Dunes NP,2016,4,"99,945","210,826",260,,347,0
Indiana Dunes NP,2016,5,"175,447","383,705","1,600",,223,0
Indiana Dunes NP,2016,6,"242,632","795,302","3,119",,626,0
Indiana Dunes NP,2016,7,"308,792","1,028,323","4,814",,849,0
Indiana Dunes NP,2016,8,"219,929","740,919","3,708",,800,0
Indiana Dunes NP,2016,9,"179,245","407,091","2,322",,378,0
Indiana Dunes NP,2016,10,"115,180","256,642",893,,567,0
Indiana Dunes NP,2016,11,"82,775","165,549",0,,0,0
Indiana Dunes NP,2016,12,"53,965","107,931",0,,0,0
Indiana Dunes NP,2017,1,"60,576","121,152",0,,0,0
Indiana Dunes NP,2017,2,"85,561","171,122",0,,0,0
Indiana Dunes NP,2017,3,"90,620","181,240",0,,0,0
Indiana Dunes NP,2017,4,"102,570","217,081",366,,298,0
Indiana Dunes NP,2017,5,"149,426","325,023","1,035",,418,0
Indiana Dunes NP,2017,6,"247,641","814,904","2,995",,"1,004",0
Indiana Dunes NP,2017,7,"319,946","1,061,785","4,814",,849,0
Indiana Dunes NP,2017,8,"462,357","1,513,738","6,228",,809,0
Indiana Dunes NP,2017,9,"405,688","864,666","2,508",,453,0
Indiana Dunes NP,2017,10,"82,494","222,407","2,136",,"1,054",0
Indiana Dunes NP,2017,11,"87,193","174,385",0,,0,0
Indiana Dunes NP,2017,12,"64,399","128,798",0,,0,0
Indiana Dunes NP,2018,1,"70,652","141,303",0,,0,0
Indiana Dunes NP,2018,2,"70,450","140,900",0,,0,0
Indiana Dunes NP,2018,3,"128,682","257,364",0,,0,0
Indiana Dunes NP,2018,4,"93,585","191,912",71,,192,0
Indiana Dunes NP,2018,5,"143,790","325,077","1,262",,822,0
